郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,,
108,萬華區,7低壓綜合裝置營業用,36,"1,646","340,069",,,
108,萬華區,8低壓綜合需量營業用,712,"23,946","7,303,034",,,
108,萬華區,9低壓綜合營業用電小計,**,"25,592","7,643,103",,,
108,萬華區,10低壓綜合用電小計,**,"37,161","9,890,717",,,
108,萬華區,11低壓裝置電力,300,"3,148","503,776",,,
108,萬華區,12低壓需量電力,39,"1,326","259,521",,,
108,萬華區,13低壓電力小計,**,"4,474","763,297",,,
108,萬華區,14高壓電力,109,"45,676","14,787,551",,,
108,萬華區,15特高壓電力,*,0,0,,,
108,萬華區,16高＆特高壓電力小計,**,"45,676","14,787,551",,,
108,萬華區,17電力小計,**,"50,150","15,550,848",,,
108,萬華區,18綜合＆電力小計,**,"87,311","25,441,565",,,
108,萬華區,19電燈＆綜合＆電力小計,**,"103,644","79,884,469",,,
108,萬華區,20臨時電燈,17,0,"26,101",,,
108,萬華區,21臨時電力,17,"1,151","179,240",,,
108,萬華區,22臨時用電小計,**,"1,151","205,341",,,
108,萬華區,23總計（含臨時用電）,**,"103,644","80,089,810",,,
108,萬華區,24表燈合計,**,"16,333","54,469,005",,,
108,萬華區,25綜合＆電力合計,**,"87,311","25,620,805",,,
110,信義區,1表燈非營業用,"84,337",756,"64,385,279",,,
110,信義區,2表燈營業用,"10,281","13,459","24,865,596",,,
110,信義區,3表燈小計,**,"14,215","89,250,875",,,
110,信義區,4低壓綜合裝置非營業用,*,138,"4,000",,,
110,信義區,5低壓綜合需量非營業用,557,"25,994","5,330,154",,,
110,信義區,6低壓綜合非營業用電小計,**,"26,132","5,334,154",,,
110,信義區,7低壓綜合裝置營業用,*,28,"11,459",,,
110,信義區,8低壓綜合需量營業用,544,"24,217","6,702,633",,,
110,信義區,9低壓綜合營業用電小計,**,"24,245","6,714,092",,,
110,信義區,10低壓綜合用電小計,**,"50,377","12,048,246",,,
110,信義區,11低壓裝置電力,22,234,"43,197",,,
110,信義區,12低壓需量電力,6,705,"181,805",,,
110,信義區,13低壓電力小計,**,939,"225,002",,,
110,信義區,14高壓電力,143,"201,632","68,755,312",,,
110,信義區,15特高壓電力,*,"7,825","3,336,000",,,
110,信義區,16高＆特高壓電力小計,**,"209,457","72,091,312",,,
110,信義區,17電力小計,**,"210,396","72,316,314",,,
110,信義區,18綜合＆電力小計,**,"260,773","84,364,560",,,
110,信義區,19電燈＆綜合＆電力小計,**,"274,988","173,615,435",,,
110,信義區,20臨時電燈,11,0,"2,705",,,
110,信義區,21臨時電力,27,"3,016","586,657",,,
110,信義區,22臨時用電小計,**,"3,016","589,362",,,
110,信義區,23總計（含臨時用電）,**,"274,988","174,204,797",,,
110,信義區,24表燈合計,**,"14,215","89,253,580",,,
110,信義區,25綜合＆電力合計,**,"260,773","84,951,217",,,
111,士林區,1表燈非營業用,"106,968","2,057","68,323,093",,,
111,士林區,2表燈營業用,"9,657","18,050","24,266,214",,,
111,士林區,3表燈小計,**,"20,107","92,589,307",,,
111,士林區,4低壓綜合裝置非營業用,*,0,0,,,
111,士林區,5低壓綜合需量非營業用,645,"23,861","4,354,403",,,
111,士林區,6低壓綜合非營業用電小計,**,"23,861","4,354,403",,,
111,士林區,7低壓綜合裝置營業用,*,47,"7,633",,,
111,士林區,8低壓綜合需量營業用,819,"30,206","8,142,025",,,
111,士林區,9低壓綜合營業用電小計,**,"30,253","8,149,658",,,
111,士林區,10低壓綜合用電小計,**,"54,114","12,504,061",,,
111,士林區,11低壓裝置電力,114,"1,489","260,690",,,
111,士林區,12低壓需量電力,120,"5,935","1,094,997",,,
111,士林區,13低壓電力小計,**,"7,424","1,355,687",,,
111,士林區,14高壓電力,139,"96,827","30,387,548",,,
111,士林區,15特高壓電力,*,0,0,,,
111,士林區,16高＆特高壓電力小計,**,"96,827","30,387,548",,,
111,士林區,17電力小計,**,"104,251","31,743,235",,,
111,士林區,18綜合＆電力小計,**,"158,365","44,247,296",,,
111,士林區,19電燈＆綜合＆電力小計,**,"178,472","136,836,603",,,
111,士林區,20臨時電燈,64,0,"54,417",,,
111,士林區,21臨時電力,23,"3,376","367,570",,,
111,士林區,22臨時用電小計,**,"3,376","421,987",,,
111,士林區,23總計（含臨時用電）,**,"178,472","137,258,590",,,
111,士林區,24表燈合計,**,"20,107","92,643,724",,,
111,士林區,25綜合＆電力合計,**,"158,365","44,614,866",,,
112,北投區,1表燈非營業用,"93,842",816,"24,970,988",,,
112,北投區,2表燈營業用,"5,925","9,263","6,342,509",,,
112,北投區,3表燈小計,**,"10,079","31,313,497",,,
112,北投區,4低壓綜合裝置非營業用,*,0,0,,,
112,北投區,5低壓綜合需量非營業用,629,"20,462","3,556,772",,,
112,北投區,6低壓綜合非營業用電小計,**,"20,462","3,556,772",,,
112,北投區,7低壓綜合裝置營業用,*,70,"8,160",,,
112,北投區,8低壓綜合需量營業用,425,"20,735","6,058,870",,,
112,北投區,9低壓綜合營業用電小計,**,"20,805","6,067,030",,,
112,北投區,10低壓綜合用電小計,**,"41,267","9,623,802",,,
112,北投區,11低壓裝置電力,66,801,"112,037",,,
112,北投區,12低壓需量電力,95,"5,108","932,351",,,
112,北投區,13低壓電力小計,**,"5,909","1,044,388",,,
112,北投區,14高壓電力,123,"97,918","38,068,058",,,
112,北投區,15特高壓電力,*,"10,537","4,651,901",,,
112,北投區,16高＆特高壓電力小計,**,"108,455","42,719,959",,,
112,北投區,17電力小計,**,"114,364","43,764,347",,,
112,北投區,18綜合＆電力小計,**,"155,631","53,388,149",,,
112,北投區,19電燈＆綜合＆電力小計,**,"165,710","84,701,646",,,
112,北投區,20臨時電燈,43,0,"58,782",,,
112,北投區,21臨時電力,45,"2,295","364,038",,,
112,北投區,22臨時用電小計,**,"2,295","422,820",,,
112,北投區,23總計（含臨時用電）,**,"165,710","85,124,466",,,
112,北投區,24表燈合計,**,"10,079","31,372,279",,,
112,北投區,25綜合＆電力合計,**,"155,631","53,752,187",,,
114,內湖區,1表燈非營業用,"103,098",509,"58,270,643",,,
114,內湖區,2表燈營業用,"13,129","20,719","58,418,972",,,
114,內湖區,3表燈小計,**,"21,228","116,689,615",,,
114,內湖區,4低壓綜合裝置非營業用,*,0,0,,,
114,內湖區,5低壓綜合需量非營業用,"1,142","50,007","10,203,171",,,
114,內湖區,6低壓綜合非營業用電小計,**,"50,007","10,203,171",,,
114,內湖區,7低壓綜合裝置營業用,*,0,0,,,
114,內湖區,8低壓綜合需量營業用,"1,756","110,339","30,414,702",,,
114,內湖區,9低壓綜合營業用電小計,**,"110,339","30,414,702",,,
114,內湖區,10低壓綜合用電小計,**,"160,346","40,617,873",,,
114,內湖區,11低壓裝置電力,22,180,"10,527",,,
114,內湖區,12低壓需量電力,346,"13,113","3,242,944",,,
114,內湖區,13低壓電力小計,**,"13,293","3,253,471",,,
114,內湖區,14高壓電力,163,"135,804","55,494,208",,,
114,內湖區,15特高壓電力,*,"11,700","4,254,800",,,
114,內湖區,16高＆特高壓電力小計,**,"147,504","59,749,008",,,
114,內湖區,17電力小計,**,"160,797","63,002,479",,,
114,內湖區,18綜合＆電力小計,**,"321,143","103,620,352",,,
114,內湖區,19電燈＆綜合＆電力小計,**,"342,371","220,309,967",,,
114,內湖區,20臨時電燈,24,0,"43,378",,,
114,內湖區,21臨時電力,53,"4,468","935,295",,,
114,內湖區,22臨時用電小計,**,"4,468","978,673",,,
114,內湖區,23總計（含臨時用電）,**,"342,371","221,288,640",,,
114,內湖區,24表燈合計,**,"21,228","116,732,993",,,
114,內湖區,25綜合＆電力合計,**,"321,143","104,555,647",,,
115,南港區,1表燈非營業用,"44,011",63,"32,542,705",,,
115,南港區,2表燈營業用,"4,375","5,946","14,228,045",,,
115,南港區,3表燈小計,**,"6,009","46,770,750",,,
115,南港區,4低壓綜合裝置非營業用,*,0,0,,,
115,南港區,5低壓綜合需量非營業用,357,"13,406","2,475,203",,,
115,南港區,6低壓綜合非營業用電小計,**,"13,406","2,475,203",,,
115,南港區,7低壓綜合裝置營業用,*,0,0,,,
115,南港區,8低壓綜合需量營業用,249,"13,072","3,466,209",,,
115,南港區,9低壓綜合營業用電小計,**,"13,072","3,466,209",,,
115,南港區,10低壓綜合用電小計,**,"26,478","5,941,412",,,
115,南港區,11低壓裝置電力,31,543,"63,060",,,
115,南港區,12低壓需量電力,150,"4,768","782,279",,,
115,南港區,13低壓電力小計,**,"5,311","845,339",,,
115,南港區,14高壓電力,84,"101,092","35,915,637",,,
115,南港區,15特高壓電力,*,"39,885","17,061,523",,,
115,南港區,16高＆特高壓電力小計,**,"140,977","52,977,160",,,
115,南港區,17電力小計,**,"146,288","53,822,499",,,
115,南港區,18綜合＆電力小計,**,"172,766","59,763,911",,,
115,南港區,19電燈＆綜合＆電力小計,**,"178,775","106,534,661",,,
115,南港區,20臨時電燈,10,0,"34,742",,,
115,南港區,21臨時電力,17,"2,264","504,024",,,
115,南港區,22臨時用電小計,**,"2,264","538,766",,,
115,南港區,23總計（含臨時用電）,**,"178,775","107,073,427",,,
115,南港區,24表燈合計,**,"6,009","46,805,492",,,
115,南港區,25綜合＆電力合計,**,"172,766","60,267,935",,,
116,文山區,1表燈非營業用,"99,566",355,"53,969,103",,,
116,文山區,2表燈營業用,"5,008","9,202","9,070,504",,,
116,文山區,3表燈小計,**,"9,557","63,039,607",,,
116,文山區,4低壓綜合裝置非營業用,*,0,0,,,
116,文山區,5低壓綜合需量非營業用,790,"24,509","4,053,030",,,
116,文山區,6低壓綜合非營業用電小計,**,"24,509","4,053,030",,,
116,文山區,7低壓綜合裝置營業用,*,74,"11,168",,,
116,文山區,8低壓綜合需量營業用,314,"10,616","3,339,372",,,
116,文山區,9低壓綜合營業用電小計,**,"10,690","3,350,540",,,
116,文山區,10低壓綜合用電小計,**,"35,199","7,403,570",,,
116,文山區,11低壓裝置電力,29,300,"91,413",,,
116,文山區,12低壓需量電力,25,992,"186,880",,,
116,文山區,13低壓電力小計,**,"1,292","278,293",,,
116,文山區,14高壓電力,97,"44,995","13,075,774",,,
116,文山區,15特高壓電力,*,"24,796","10,103,739",,,
116,文山區,16高＆特高壓電力小計,**,"69,791","23,179,513",,,
116,文山區,17電力小計,**,"71,083","23,457,806",,,
116,文山區,18綜合＆電力小計,**,"106,282","30,861,376",,,
116,文山區,19電燈＆綜合＆電力小計,**,"115,839","93,900,983",,,
116,文山區,20臨時電燈,15,0,"25,663",,,
116,文山區,21臨時電力,27,"2,081","414,965",,,
116,文山區,22臨時用電小計,**,"2,081","440,628",,,
116,文山區,23總計（含臨時用電）,**,"115,839","94,341,611",,,
116,文山區,24表燈合計,**,"9,557","63,065,270",,,
116,文山區,25綜合＆電力合計,**,"106,282","31,276,341",,,
200,仁愛區,1表燈非營業用,"22,712",427,"8,204,355",,,
200,仁愛區,2表燈營業用,"3,224","5,468","5,334,205",,,
200,仁愛區,3表燈小計,**,"5,895","13,538,560",,,
200,仁愛區,4低壓綜合裝置非營業用,*,0,0,,,
200,仁愛區,5低壓綜合需量非營業用,136,"3,765","573,139",,,
200,仁愛區,6低壓綜合非營業用電小計,**,"3,765","573,139",,,
200,仁愛區,7低壓綜合裝置營業用,*,106,"15,049",,,
200,仁愛區,8低壓綜合需量營業用,324,"9,823","3,008,529",,,
200,仁愛區,9低壓綜合營業用電小計,**,"9,929","3,023,578",,,
200,仁愛區,10低壓綜合用電小計,**,"13,694","3,596,717",,,
200,仁愛區,11低壓裝置電力,60,533,"99,096",,,
200,仁愛區,12低壓需量電力,14,468,"143,434",,,
200,仁愛區,13低壓電力小計,**,"1,001","242,530",,,
200,仁愛區,14高壓電力,24,"7,360","2,241,163",,,
200,仁愛區,15特高壓電力,*,0,0,,,
200,仁愛區,16高＆特高壓電力小計,**,"7,360","2,241,163",,,
200,仁愛區,17電力小計,**,"8,361","2,483,693",,,
200,仁愛區,18綜合＆電力小計,**,"22,055","6,080,410",,,
200,仁愛區,19電燈＆綜合＆電力小計,**,"27,950","19,618,970",,,
200,仁愛區,20臨時電燈,9,0,896,,,
200,仁愛區,21臨時電力,*,0,0,,,
200,仁愛區,22臨時用電小計,**,0,896,,,
200,仁愛區,23總計（含臨時用電）,**,"27,950","19,619,866",,,
200,仁愛區,24表燈合計,**,"5,895","13,539,456",,,
200,仁愛區,25綜合＆電力合計,**,"22,055","6,080,410",,,
201,信義區,1表燈非營業用,"25,012",265,"20,443,165",,,
201,信義區,2表燈營業用,"1,157","1,796","3,166,338",,,
201,信義區,3表燈小計,**,"2,061","23,609,503",,,
201,信義區,4低壓綜合裝置非營業用,*,0,0,,,
201,信義區,5低壓綜合需量非營業用,124,"4,684","830,136",,,
201,信義區,6低壓綜合非營業用電小計,**,"4,684","830,136",,,
201,信義區,7低壓綜合裝置營業用,*,68,"22,520",,,
201,信義區,8低壓綜合需量營業用,48,"3,065","879,563",,,
201,信義區,9低壓綜合營業用電小計,**,"3,133","902,083",,,
201,信義區,10低壓綜合用電小計,**,"7,817","1,732,219",,,
201,信義區,11低壓裝置電力,*,103,"42,562",,,
201,信義區,12低壓需量電力,21,911,"155,627",,,
201,信義區,13低壓電力小計,**,"1,014","198,189",,,
201,信義區,14高壓電力,33,"12,730","3,840,511",,,
201,信義區,15特高壓電力,*,0,0,,,
201,信義區,16高＆特高壓電力小計,**,"12,730","3,840,511",,,
201,信義區,17電力小計,**,"13,744","4,038,700",,,
201,信義區,18綜合＆電力小計,**,"21,561","5,770,919",,,
201,信義區,19電燈＆綜合＆電力小計,**,"23,622","29,380,422",,,
201,信義區,20臨時電燈,8,0,"1,136",,,
201,信義區,21臨時電力,*,356,"111,298",,,
201,信義區,22臨時用電小計,**,356,"112,434",,,
201,信義區,23總計（含臨時用電）,**,"23,622","29,492,856",,,
201,信義區,24表燈合計,**,"2,061","23,610,639",,,
201,信義區,25綜合＆電力合計,**,"21,561","5,882,217",,,
202,中正區,1表燈非營業用,"31,049",224,"24,621,308",,,
202,中正區,2表燈營業用,"2,076","3,187","5,189,762",,,
202,中正區,3表燈小計,**,"3,411","29,811,070",,,
202,中正區,4低壓綜合裝置非營業用,*,43,"7,480",,,
202,中正區,5低壓綜合需量非營業用,208,"8,825","1,492,071",,,
202,中正區,6低壓綜合非營業用電小計,**,"8,868","1,499,551",,,
202,中正區,7低壓綜合裝置營業用,*,0,0,,,
202,中正區,8低壓綜合需量營業用,121,"4,228","1,348,886",,,
202,中正區,9低壓綜合營業用電小計,**,"4,228","1,348,886",,,
202,中正區,10低壓綜合用電小計,**,"13,096","2,848,437",,,
202,中正區,11低壓裝置電力,40,436,"64,312",,,
202,中正區,12低壓需量電力,35,"1,329","342,224",,,
202,中正區,13低壓電力小計,**,"1,765","406,536",,,
202,中正區,14高壓電力,40,"21,864","7,018,064",,,
202,中正區,15特高壓電力,*,"7,000","1,493,488",,,
202,中正區,16高＆特高壓電力小計,**,"28,864","8,511,552",,,
202,中正區,17電力小計,**,"30,629","8,918,088",,,
202,中正區,18綜合＆電力小計,**,"43,725","11,766,525",,,
202,中正區,19電燈＆綜合＆電力小計,**,"47,136","41,577,595",,,
202,中正區,20臨時電燈,8,0,"36,376",,,
202,中正區,21臨時電力,7,417,"49,240",,,
202,中正區,22臨時用電小計,**,417,"85,616",,,
202,中正區,23總計（含臨時用電）,**,"47,136","41,663,211",,,
202,中正區,24表燈合計,**,"3,411","29,847,446",,,
202,中正區,25綜合＆電力合計,**,"43,725","11,815,765",,,
203,中山區,1表燈非營業用,"21,890",81,"27,910",,,
203,中山區,2表燈營業用,"1,078","1,290","499,672",,,
203,中山區,3表燈小計,**,"1,371","527,582",,,
203,中山區,4低壓綜合裝置非營業用,*,0,0,,,
203,中山區,5低壓綜合需量非營業用,71,"2,264","283,827",,,
203,中山區,6低壓綜合非營業用電小計,**,"2,264","283,827",,,
203,中山區,7低壓綜合裝置營業用,*,0,0,,,
203,中山區,8低壓綜合需量營業用,37,"1,271","391,756",,,
203,中山區,9低壓綜合營業用電小計,**,"1,271","391,756",,,
203,中山區,10低壓綜合用電小計,**,"3,535","675,583",,,
203,中山區,11低壓裝置電力,16,216,"62,096",,,
203,中山區,12低壓需量電力,14,402,"93,159",,,
203,中山區,13低壓電力小計,**,618,"155,255",,,
203,中山區,14高壓電力,31,"15,718","3,230,209",,,
203,中山區,15特高壓電力,*,0,0,,,
203,中山區,16高＆特高壓電力小計,**,"15,718","3,230,209",,,
203,中山區,17電力小計,**,"16,336","3,385,464",,,
203,中山區,18綜合＆電力小計,**,"19,871","4,061,047",,,
203,中山區,19電燈＆綜合＆電力小計,**,"21,242","4,588,629",,,
203,中山區,20臨時電燈,6,0,0,,,
203,中山區,21臨時電力,*,75,"9,080",,,
203,中山區,22臨時用電小計,**,75,"9,080",,,
203,中山區,23總計（含臨時用電）,**,"21,242","4,597,709",,,
203,中山區,24表燈合計,**,"1,371","527,582",,,
203,中山區,25綜合＆電力合計,**,"19,871","4,070,127",,,
204,安樂區,1表燈非營業用,"40,107",131,"71,266",,,
204,安樂區,2表燈營業用,"1,341","2,716","975,855",,,
204,安樂區,3表燈小計,**,"2,847","1,047,121",,,
204,安樂區,4低壓綜合裝置非營業用,*,0,0,,,
204,安樂區,5低壓綜合需量非營業用,273,"9,246","1,233,635",,,
204,安樂區,6低壓綜合非營業用電小計,**,"9,246","1,233,635",,,
204,安樂區,7低壓綜合裝置營業用,*,0,0,,,
204,安樂區,8低壓綜合需量營業用,83,"3,987","1,377,818",,,
204,安樂區,9低壓綜合營業用電小計,**,"3,987","1,377,818",,,
204,安樂區,10低壓綜合用電小計,**,"13,233","2,611,453",,,
204,安樂區,11低壓裝置電力,8,60,"17,507",,,
204,安樂區,12低壓需量電力,57,"3,200","671,253",,,
204,安樂區,13低壓電力小計,**,"3,260","688,760",,,
204,安樂區,14高壓電力,52,"25,477","9,617,259",,,
204,安樂區,15特高壓電力,*,0,0,,,
204,安樂區,16高＆特高壓電力小計,**,"25,477","9,617,259",,,
204,安樂區,17電力小計,**,"28,737","10,306,019",,,
204,安樂區,18綜合＆電力小計,**,"41,970","12,917,472",,,
204,安樂區,19電燈＆綜合＆電力小計,**,"44,817","13,964,593",,,
204,安樂區,20臨時電燈,20,0,0,,,
204,安樂區,21臨時電力,*,45,"8,827",,,
204,安樂區,22臨時用電小計,**,45,"8,827",,,
204,安樂區,23總計（含臨時用電）,**,"44,817","13,973,420",,,
204,安樂區,24表燈合計,**,"2,847","1,047,121",,,
204,安樂區,25綜合＆電力合計,**,"41,970","12,926,299",,,
205,暖暖區,1表燈非營業用,"18,767",52,"7,557,851",,,
205,暖暖區,2表燈營業用,734,"1,472","1,315,695",,,
205,暖暖區,3表燈小計,**,"1,524","8,873,546",,,
205,暖暖區,4低壓綜合裝置非營業用,*,0,0,,,
205,暖暖區,5低壓綜合需量非營業用,139,"3,475","555,759",,,
205,暖暖區,6低壓綜合非營業用電小計,**,"3,475","555,759",,,
205,暖暖區,7低壓綜合裝置營業用,*,0,0,,,
205,暖暖區,8低壓綜合需量營業用,28,858,"334,675",,,
205,暖暖區,9低壓綜合營業用電小計,**,858,"334,675",,,
205,暖暖區,10低壓綜合用電小計,**,"4,333","890,434",,,
205,暖暖區,11低壓裝置電力,*,54,"10,812",,,
205,暖暖區,12低壓需量電力,12,770,"255,561",,,
205,暖暖區,13低壓電力小計,**,824,"266,373",,,
205,暖暖區,14高壓電力,12,"3,820","1,103,320",,,
