郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,,
104,中山區,25綜合＆電力合計,**,"359,956","114,718,097",,,
105,松山區,1表燈非營業用,"72,466","1,185","55,213,890",,,
105,松山區,2表燈營業用,"11,640","19,631","32,717,548",,,
105,松山區,3表燈小計,**,"20,816","87,931,438",,,
105,松山區,4低壓綜合裝置非營業用,*,137,"7,761",,,
105,松山區,5低壓綜合需量非營業用,550,"21,568","4,607,968",,,
105,松山區,6低壓綜合非營業用電小計,**,"21,705","4,615,729",,,
105,松山區,7低壓綜合裝置營業用,*,154,"32,969",,,
105,松山區,8低壓綜合需量營業用,823,"40,242","11,269,260",,,
105,松山區,9低壓綜合營業用電小計,**,"40,396","11,302,229",,,
105,松山區,10低壓綜合用電小計,**,"62,101","15,917,958",,,
105,松山區,11低壓裝置電力,62,561,"71,158",,,
105,松山區,12低壓需量電力,12,652,"163,802",,,
105,松山區,13低壓電力小計,**,"1,213","234,960",,,
105,松山區,14高壓電力,160,"132,547","47,159,518",,,
105,松山區,15特高壓電力,*,"8,600","4,616,000",,,
105,松山區,16高＆特高壓電力小計,**,"141,147","51,775,518",,,
105,松山區,17電力小計,**,"142,360","52,010,478",,,
105,松山區,18綜合＆電力小計,**,"204,461","67,928,436",,,
105,松山區,19電燈＆綜合＆電力小計,**,"225,277","155,859,874",,,
105,松山區,20臨時電燈,12,0,"24,748",,,
105,松山區,21臨時電力,16,980,"156,320",,,
105,松山區,22臨時用電小計,**,980,"181,068",,,
105,松山區,23總計（含臨時用電）,**,"225,277","156,040,942",,,
105,松山區,24表燈合計,**,"20,816","87,956,186",,,
105,松山區,25綜合＆電力合計,**,"204,461","68,084,756",,,
106,大安區,1表燈非營業用,"110,657","1,744","58,981,691",,,
106,大安區,2表燈營業用,"17,404","40,649","35,355,327",,,
106,大安區,3表燈小計,**,"42,393","94,337,018",,,
106,大安區,4低壓綜合裝置非營業用,6,235,"19,896",,,
106,大安區,5低壓綜合需量非營業用,"1,066","40,098","8,288,713",,,
106,大安區,6低壓綜合非營業用電小計,**,"40,333","8,308,609",,,
106,大安區,7低壓綜合裝置營業用,11,398,"99,382",,,
106,大安區,8低壓綜合需量營業用,"1,450","64,714","17,963,052",,,
106,大安區,9低壓綜合營業用電小計,**,"65,112","18,062,434",,,
106,大安區,10低壓綜合用電小計,**,"105,445","26,371,043",,,
106,大安區,11低壓裝置電力,129,"1,496","237,448",,,
106,大安區,12低壓需量電力,*,296,"53,066",,,
106,大安區,13低壓電力小計,**,"1,792","290,514",,,
106,大安區,14高壓電力,280,"207,363","75,565,616",,,
106,大安區,15特高壓電力,*,"23,095","10,013,576",,,
106,大安區,16高＆特高壓電力小計,**,"230,458","85,579,192",,,
106,大安區,17電力小計,**,"232,250","85,869,706",,,
106,大安區,18綜合＆電力小計,**,"337,695","112,240,749",,,
106,大安區,19電燈＆綜合＆電力小計,**,"380,088","206,577,767",,,
106,大安區,20臨時電燈,17,0,"37,759",,,
106,大安區,21臨時電力,28,"2,487","490,054",,,
106,大安區,22臨時用電小計,**,"2,487","527,813",,,
106,大安區,23總計（含臨時用電）,**,"380,088","207,105,580",,,
106,大安區,24表燈合計,**,"42,393","94,374,777",,,
106,大安區,25綜合＆電力合計,**,"337,695","112,730,803",,,
108,萬華區,1表燈非營業用,"77,575","1,004","39,522,168",,,
108,萬華區,2表燈營業用,"9,200","15,216","14,295,408",,,
108,萬華區,3表燈小計,**,"16,220","53,817,576",,,
108,萬華區,4低壓綜合裝置非營業用,*,0,0,,,
108,萬華區,5低壓綜合需量非營業用,334,"11,515","2,170,632",,,
108,萬華區,6低壓綜合非營業用電小計,**,"11,515","2,170,632",,,
108,萬華區,7低壓綜合裝置營業用,36,"1,646","343,187",,,
108,萬華區,8低壓綜合需量營業用,711,"23,798","7,408,623",,,
108,萬華區,9低壓綜合營業用電小計,**,"25,444","7,751,810",,,
108,萬華區,10低壓綜合用電小計,**,"36,959","9,922,442",,,
108,萬華區,11低壓裝置電力,301,"3,149","505,586",,,
108,萬華區,12低壓需量電力,39,"1,326","255,281",,,
108,萬華區,13低壓電力小計,**,"4,475","760,867",,,
108,萬華區,14高壓電力,109,"45,594","16,204,319",,,
108,萬華區,15特高壓電力,*,0,0,,,
108,萬華區,16高＆特高壓電力小計,**,"45,594","16,204,319",,,
108,萬華區,17電力小計,**,"50,069","16,965,186",,,
108,萬華區,18綜合＆電力小計,**,"87,028","26,887,628",,,
108,萬華區,19電燈＆綜合＆電力小計,**,"103,248","80,705,204",,,
108,萬華區,20臨時電燈,16,0,"28,022",,,
108,萬華區,21臨時電力,16,"1,152","171,960",,,
108,萬華區,22臨時用電小計,**,"1,152","199,982",,,
108,萬華區,23總計（含臨時用電）,**,"103,248","80,905,186",,,
108,萬華區,24表燈合計,**,"16,220","53,845,598",,,
108,萬華區,25綜合＆電力合計,**,"87,028","27,059,588",,,
110,信義區,1表燈非營業用,"84,309",748,"33,179,439",,,
110,信義區,2表燈營業用,"10,275","13,337","14,542,043",,,
110,信義區,3表燈小計,**,"14,085","47,721,482",,,
110,信義區,4低壓綜合裝置非營業用,*,138,"4,320",,,
110,信義區,5低壓綜合需量非營業用,555,"25,955","5,379,398",,,
110,信義區,6低壓綜合非營業用電小計,**,"26,093","5,383,718",,,
110,信義區,7低壓綜合裝置營業用,*,28,"12,030",,,
110,信義區,8低壓綜合需量營業用,544,"24,288","6,889,791",,,
110,信義區,9低壓綜合營業用電小計,**,"24,316","6,901,821",,,
110,信義區,10低壓綜合用電小計,**,"50,409","12,285,539",,,
110,信義區,11低壓裝置電力,23,239,"44,408",,,
110,信義區,12低壓需量電力,6,705,"191,834",,,
110,信義區,13低壓電力小計,**,944,"236,242",,,
110,信義區,14高壓電力,144,"201,632","76,414,399",,,
110,信義區,15特高壓電力,*,"7,825","3,563,200",,,
110,信義區,16高＆特高壓電力小計,**,"209,457","79,977,599",,,
110,信義區,17電力小計,**,"210,401","80,213,841",,,
110,信義區,18綜合＆電力小計,**,"260,810","92,499,380",,,
110,信義區,19電燈＆綜合＆電力小計,**,"274,895","140,220,862",,,
110,信義區,20臨時電燈,11,0,"22,013",,,
110,信義區,21臨時電力,23,"2,734","577,650",,,
110,信義區,22臨時用電小計,**,"2,734","599,663",,,
110,信義區,23總計（含臨時用電）,**,"274,895","140,820,525",,,
110,信義區,24表燈合計,**,"14,085","47,743,495",,,
110,信義區,25綜合＆電力合計,**,"260,810","93,077,030",,,
111,士林區,1表燈非營業用,"106,958","1,999","59,276,573",,,
111,士林區,2表燈營業用,"9,645","17,844","15,703,545",,,
111,士林區,3表燈小計,**,"19,843","74,980,118",,,
111,士林區,4低壓綜合裝置非營業用,*,0,0,,,
111,士林區,5低壓綜合需量非營業用,644,"23,864","4,416,773",,,
111,士林區,6低壓綜合非營業用電小計,**,"23,864","4,416,773",,,
111,士林區,7低壓綜合裝置營業用,*,47,"7,868",,,
111,士林區,8低壓綜合需量營業用,821,"30,198","8,324,712",,,
111,士林區,9低壓綜合營業用電小計,**,"30,245","8,332,580",,,
111,士林區,10低壓綜合用電小計,**,"54,109","12,749,353",,,
111,士林區,11低壓裝置電力,114,"1,489","265,209",,,
111,士林區,12低壓需量電力,121,"6,017","1,083,317",,,
111,士林區,13低壓電力小計,**,"7,506","1,348,526",,,
111,士林區,14高壓電力,139,"96,857","32,917,608",,,
111,士林區,15特高壓電力,*,0,0,,,
111,士林區,16高＆特高壓電力小計,**,"96,857","32,917,608",,,
111,士林區,17電力小計,**,"104,363","34,266,134",,,
111,士林區,18綜合＆電力小計,**,"158,472","47,015,487",,,
111,士林區,19電燈＆綜合＆電力小計,**,"178,315","121,995,605",,,
111,士林區,20臨時電燈,63,0,"199,642",,,
111,士林區,21臨時電力,24,"2,041","256,804",,,
111,士林區,22臨時用電小計,**,"2,041","456,446",,,
111,士林區,23總計（含臨時用電）,**,"178,315","122,452,051",,,
111,士林區,24表燈合計,**,"19,843","75,179,760",,,
111,士林區,25綜合＆電力合計,**,"158,472","47,272,291",,,
112,北投區,1表燈非營業用,"93,762",921,"73,035,362",,,
112,北投區,2表燈營業用,"5,925","9,305","18,442,473",,,
112,北投區,3表燈小計,**,"10,226","91,477,835",,,
112,北投區,4低壓綜合裝置非營業用,*,0,0,,,
112,北投區,5低壓綜合需量非營業用,626,"20,347","3,595,039",,,
112,北投區,6低壓綜合非營業用電小計,**,"20,347","3,595,039",,,
112,北投區,7低壓綜合裝置營業用,*,70,"5,760",,,
112,北投區,8低壓綜合需量營業用,425,"20,747","6,135,785",,,
112,北投區,9低壓綜合營業用電小計,**,"20,817","6,141,545",,,
112,北投區,10低壓綜合用電小計,**,"41,164","9,736,584",,,
112,北投區,11低壓裝置電力,66,801,"122,956",,,
112,北投區,12低壓需量電力,95,"5,108","906,157",,,
112,北投區,13低壓電力小計,**,"5,909","1,029,113",,,
112,北投區,14高壓電力,123,"98,028","41,154,178",,,
112,北投區,15特高壓電力,*,"10,537","5,269,464",,,
112,北投區,16高＆特高壓電力小計,**,"108,565","46,423,642",,,
112,北投區,17電力小計,**,"114,474","47,452,755",,,
112,北投區,18綜合＆電力小計,**,"155,638","57,189,339",,,
112,北投區,19電燈＆綜合＆電力小計,**,"165,864","148,667,174",,,
112,北投區,20臨時電燈,46,0,"42,619",,,
112,北投區,21臨時電力,44,"2,192","397,313",,,
112,北投區,22臨時用電小計,**,"2,192","439,932",,,
112,北投區,23總計（含臨時用電）,**,"165,864","149,107,106",,,
112,北投區,24表燈合計,**,"10,226","91,520,454",,,
112,北投區,25綜合＆電力合計,**,"155,638","57,586,652",,,
114,內湖區,1表燈非營業用,"103,127",509,"56,615,613",,,
114,內湖區,2表燈營業用,"13,119","20,326","15,787,176",,,
114,內湖區,3表燈小計,**,"20,835","72,402,789",,,
114,內湖區,4低壓綜合裝置非營業用,*,0,0,,,
114,內湖區,5低壓綜合需量非營業用,"1,143","50,208","10,227,509",,,
114,內湖區,6低壓綜合非營業用電小計,**,"50,208","10,227,509",,,
114,內湖區,7低壓綜合裝置營業用,*,0,0,,,
114,內湖區,8低壓綜合需量營業用,"1,756","109,923","30,966,450",,,
114,內湖區,9低壓綜合營業用電小計,**,"109,923","30,966,450",,,
114,內湖區,10低壓綜合用電小計,**,"160,131","41,193,959",,,
114,內湖區,11低壓裝置電力,22,180,"11,823",,,
114,內湖區,12低壓需量電力,346,"13,129","3,307,609",,,
114,內湖區,13低壓電力小計,**,"13,309","3,319,432",,,
114,內湖區,14高壓電力,162,"135,316","60,383,833",,,
114,內湖區,15特高壓電力,*,"11,700","5,040,400",,,
114,內湖區,16高＆特高壓電力小計,**,"147,016","65,424,233",,,
114,內湖區,17電力小計,**,"160,325","68,743,665",,,
114,內湖區,18綜合＆電力小計,**,"320,456","109,937,624",,,
114,內湖區,19電燈＆綜合＆電力小計,**,"341,291","182,340,413",,,
114,內湖區,20臨時電燈,26,0,"12,049",,,
114,內湖區,21臨時電力,53,"4,468","942,194",,,
114,內湖區,22臨時用電小計,**,"4,468","954,243",,,
114,內湖區,23總計（含臨時用電）,**,"341,291","183,294,656",,,
114,內湖區,24表燈合計,**,"20,835","72,414,838",,,
114,內湖區,25綜合＆電力合計,**,"320,456","110,879,818",,,
115,南港區,1表燈非營業用,"44,015",75,"12,233,810",,,
115,南港區,2表燈營業用,"4,375","5,872","4,260,128",,,
115,南港區,3表燈小計,**,"5,947","16,493,938",,,
115,南港區,4低壓綜合裝置非營業用,*,0,0,,,
115,南港區,5低壓綜合需量非營業用,357,"13,415","2,487,576",,,
115,南港區,6低壓綜合非營業用電小計,**,"13,415","2,487,576",,,
115,南港區,7低壓綜合裝置營業用,*,0,0,,,
115,南港區,8低壓綜合需量營業用,249,"13,072","3,547,176",,,
115,南港區,9低壓綜合營業用電小計,**,"13,072","3,547,176",,,
115,南港區,10低壓綜合用電小計,**,"26,487","6,034,752",,,
115,南港區,11低壓裝置電力,31,543,"60,313",,,
115,南港區,12低壓需量電力,150,"4,768","756,354",,,
115,南港區,13低壓電力小計,**,"5,311","816,667",,,
115,南港區,14高壓電力,84,"101,192","39,938,303",,,
115,南港區,15特高壓電力,*,"39,885","19,288,293",,,
115,南港區,16高＆特高壓電力小計,**,"141,077","59,226,596",,,
115,南港區,17電力小計,**,"146,388","60,043,263",,,
115,南港區,18綜合＆電力小計,**,"172,875","66,078,015",,,
115,南港區,19電燈＆綜合＆電力小計,**,"178,822","82,571,953",,,
115,南港區,20臨時電燈,10,0,"1,514",,,
115,南港區,21臨時電力,18,"2,317","512,186",,,
115,南港區,22臨時用電小計,**,"2,317","513,700",,,
115,南港區,23總計（含臨時用電）,**,"178,822","83,085,653",,,
115,南港區,24表燈合計,**,"5,947","16,495,452",,,
115,南港區,25綜合＆電力合計,**,"172,875","66,590,201",,,
116,文山區,1表燈非營業用,"99,536",355,"45,145,936",,,
116,文山區,2表燈營業用,"5,006","9,186","9,789,644",,,
116,文山區,3表燈小計,**,"9,541","54,935,580",,,
116,文山區,4低壓綜合裝置非營業用,*,0,0,,,
116,文山區,5低壓綜合需量非營業用,789,"24,611","4,152,383",,,
116,文山區,6低壓綜合非營業用電小計,**,"24,611","4,152,383",,,
116,文山區,7低壓綜合裝置營業用,*,74,"11,016",,,
116,文山區,8低壓綜合需量營業用,314,"10,589","3,486,674",,,
116,文山區,9低壓綜合營業用電小計,**,"10,663","3,497,690",,,
116,文山區,10低壓綜合用電小計,**,"35,274","7,650,073",,,
116,文山區,11低壓裝置電力,29,300,"95,895",,,
116,文山區,12低壓需量電力,26,"1,028","186,928",,,
116,文山區,13低壓電力小計,**,"1,328","282,823",,,
116,文山區,14高壓電力,97,"44,995","13,607,682",,,
116,文山區,15特高壓電力,*,"24,796","10,406,069",,,
116,文山區,16高＆特高壓電力小計,**,"69,791","24,013,751",,,
116,文山區,17電力小計,**,"71,119","24,296,574",,,
116,文山區,18綜合＆電力小計,**,"106,393","31,946,647",,,
116,文山區,19電燈＆綜合＆電力小計,**,"115,934","86,882,227",,,
116,文山區,20臨時電燈,17,0,"5,741",,,
116,文山區,21臨時電力,27,"1,982","435,879",,,
116,文山區,22臨時用電小計,**,"1,982","441,620",,,
116,文山區,23總計（含臨時用電）,**,"115,934","87,323,847",,,
116,文山區,24表燈合計,**,"9,541","54,941,321",,,
116,文山區,25綜合＆電力合計,**,"106,393","32,382,526",,,
200,仁愛區,1表燈非營業用,"22,704",427,"10,406,628",,,
200,仁愛區,2表燈營業用,"3,216","5,390","5,353,970",,,
200,仁愛區,3表燈小計,**,"5,817","15,760,598",,,
200,仁愛區,4低壓綜合裝置非營業用,*,0,0,,,
200,仁愛區,5低壓綜合需量非營業用,136,"3,765","585,837",,,
200,仁愛區,6低壓綜合非營業用電小計,**,"3,765","585,837",,,
200,仁愛區,7低壓綜合裝置營業用,*,106,"14,619",,,
200,仁愛區,8低壓綜合需量營業用,323,"9,828","3,042,217",,,
200,仁愛區,9低壓綜合營業用電小計,**,"9,934","3,056,836",,,
200,仁愛區,10低壓綜合用電小計,**,"13,699","3,642,673",,,
200,仁愛區,11低壓裝置電力,60,533,"102,742",,,
200,仁愛區,12低壓需量電力,14,468,"152,439",,,
200,仁愛區,13低壓電力小計,**,"1,001","255,181",,,
200,仁愛區,14高壓電力,24,"7,360","2,475,961",,,
200,仁愛區,15特高壓電力,*,0,0,,,
200,仁愛區,16高＆特高壓電力小計,**,"7,360","2,475,961",,,
200,仁愛區,17電力小計,**,"8,361","2,731,142",,,
200,仁愛區,18綜合＆電力小計,**,"22,060","6,373,815",,,
200,仁愛區,19電燈＆綜合＆電力小計,**,"27,877","22,134,413",,,
200,仁愛區,20臨時電燈,8,0,"14,266",,,
200,仁愛區,21臨時電力,*,0,0,,,
200,仁愛區,22臨時用電小計,**,0,"14,266",,,
200,仁愛區,23總計（含臨時用電）,**,"27,877","22,148,679",,,
200,仁愛區,24表燈合計,**,"5,817","15,774,864",,,
200,仁愛區,25綜合＆電力合計,**,"22,060","6,373,815",,,
201,信義區,1表燈非營業用,"25,008",265,"1,050,014",,,
201,信義區,2表燈營業用,"1,159","1,786","797,547",,,
201,信義區,3表燈小計,**,"2,051","1,847,561",,,
201,信義區,4低壓綜合裝置非營業用,*,0,0,,,
201,信義區,5低壓綜合需量非營業用,124,"4,699","774,711",,,
201,信義區,6低壓綜合非營業用電小計,**,"4,699","774,711",,,
201,信義區,7低壓綜合裝置營業用,*,68,"20,760",,,
201,信義區,8低壓綜合需量營業用,48,"3,079","846,591",,,
201,信義區,9低壓綜合營業用電小計,**,"3,147","867,351",,,
201,信義區,10低壓綜合用電小計,**,"7,846","1,642,062",,,
201,信義區,11低壓裝置電力,*,103,"40,106",,,
201,信義區,12低壓需量電力,21,911,"152,670",,,
201,信義區,13低壓電力小計,**,"1,014","192,776",,,
201,信義區,14高壓電力,33,"12,730","4,278,377",,,
201,信義區,15特高壓電力,*,0,0,,,
201,信義區,16高＆特高壓電力小計,**,"12,730","4,278,377",,,
201,信義區,17電力小計,**,"13,744","4,471,153",,,
201,信義區,18綜合＆電力小計,**,"21,590","6,113,215",,,
201,信義區,19電燈＆綜合＆電力小計,**,"23,641","7,960,776",,,
201,信義區,20臨時電燈,8,0,0,,,
201,信義區,21臨時電力,*,356,"93,074",,,
201,信義區,22臨時用電小計,**,356,"93,074",,,
201,信義區,23總計（含臨時用電）,**,"23,641","8,053,850",,,
201,信義區,24表燈合計,**,"2,051","1,847,561",,,
201,信義區,25綜合＆電力合計,**,"21,590","6,206,289",,,
202,中正區,1表燈非營業用,"31,056",224,"121,317",,,
202,中正區,2表燈營業用,"2,078","3,173","1,181,125",,,
202,中正區,3表燈小計,**,"3,397","1,302,442",,,
202,中正區,4低壓綜合裝置非營業用,*,43,"7,440",,,
202,中正區,5低壓綜合需量非營業用,208,"8,825","1,401,332",,,
202,中正區,6低壓綜合非營業用電小計,**,"8,868","1,408,772",,,
202,中正區,7低壓綜合裝置營業用,*,0,0,,,
202,中正區,8低壓綜合需量營業用,121,"4,228","1,298,121",,,
202,中正區,9低壓綜合營業用電小計,**,"4,228","1,298,121",,,
202,中正區,10低壓綜合用電小計,**,"13,096","2,706,893",,,
202,中正區,11低壓裝置電力,40,436,"64,703",,,
202,中正區,12低壓需量電力,35,"1,329","344,658",,,
202,中正區,13低壓電力小計,**,"1,765","409,361",,,
202,中正區,14高壓電力,40,"21,864","7,714,001",,,
202,中正區,15特高壓電力,*,"7,000","2,041,200",,,
202,中正區,16高＆特高壓電力小計,**,"28,864","9,755,201",,,
202,中正區,17電力小計,**,"30,629","10,164,562",,,
202,中正區,18綜合＆電力小計,**,"43,725","12,871,455",,,
202,中正區,19電燈＆綜合＆電力小計,**,"47,122","14,173,897",,,
202,中正區,20臨時電燈,9,0,"1,880",,,
202,中正區,21臨時電力,7,417,"36,960",,,
202,中正區,22臨時用電小計,**,417,"38,840",,,
202,中正區,23總計（含臨時用電）,**,"47,122","14,212,737",,,
202,中正區,24表燈合計,**,"3,397","1,304,322",,,
202,中正區,25綜合＆電力合計,**,"43,725","12,908,415",,,
203,中山區,1表燈非營業用,"21,882",81,"18,058,023",,,
203,中山區,2表燈營業用,"1,072","1,294","2,424,524",,,
203,中山區,3表燈小計,**,"1,375","20,482,547",,,
203,中山區,4低壓綜合裝置非營業用,*,0,0,,,
203,中山區,5低壓綜合需量非營業用,71,"2,264","296,514",,,
203,中山區,6低壓綜合非營業用電小計,**,"2,264","296,514",,,
203,中山區,7低壓綜合裝置營業用,*,0,0,,,
203,中山區,8低壓綜合需量營業用,37,"1,271","413,997",,,
203,中山區,9低壓綜合營業用電小計,**,"1,271","413,997",,,
203,中山區,10低壓綜合用電小計,**,"3,535","710,511",,,
203,中山區,11低壓裝置電力,16,216,"64,602",,,
203,中山區,12低壓需量電力,14,402,"95,902",,,
203,中山區,13低壓電力小計,**,618,"160,504",,,
203,中山區,14高壓電力,31,"15,718","3,634,636",,,
203,中山區,15特高壓電力,*,0,0,,,
203,中山區,16高＆特高壓電力小計,**,"15,718","3,634,636",,,
203,中山區,17電力小計,**,"16,336","3,795,140",,,
203,中山區,18綜合＆電力小計,**,"19,871","4,505,651",,,
203,中山區,19電燈＆綜合＆電力小計,**,"21,246","24,988,198",,,
203,中山區,20臨時電燈,6,0,"36,993",,,
203,中山區,21臨時電力,*,75,"9,520",,,
203,中山區,22臨時用電小計,**,75,"46,513",,,
203,中山區,23總計（含臨時用電）,**,"21,246","25,034,711",,,
203,中山區,24表燈合計,**,"1,375","20,519,540",,,
203,中山區,25綜合＆電力合計,**,"19,871","4,515,171",,,
204,安樂區,1表燈非營業用,"39,958",131,"32,785,049",,,
204,安樂區,2表燈營業用,"1,346","2,681","3,939,622",,,
204,安樂區,3表燈小計,**,"2,812","36,724,671",,,
204,安樂區,4低壓綜合裝置非營業用,*,0,0,,,
204,安樂區,5低壓綜合需量非營業用,272,"9,185","1,263,667",,,
204,安樂區,6低壓綜合非營業用電小計,**,"9,185","1,263,667",,,
204,安樂區,7低壓綜合裝置營業用,*,0,0,,,
204,安樂區,8低壓綜合需量營業用,82,"3,987","1,432,585",,,
204,安樂區,9低壓綜合營業用電小計,**,"3,987","1,432,585",,,
204,安樂區,10低壓綜合用電小計,**,"13,172","2,696,252",,,
204,安樂區,11低壓裝置電力,8,60,"18,381",,,
204,安樂區,12低壓需量電力,57,"3,200","665,697",,,
204,安樂區,13低壓電力小計,**,"3,260","684,078",,,
204,安樂區,14高壓電力,52,"25,477","10,258,185",,,
204,安樂區,15特高壓電力,*,0,0,,,
204,安樂區,16高＆特高壓電力小計,**,"25,477","10,258,185",,,
204,安樂區,17電力小計,**,"28,737","10,942,263",,,
204,安樂區,18綜合＆電力小計,**,"41,909","13,638,515",,,
204,安樂區,19電燈＆綜合＆電力小計,**,"44,721","50,363,186",,,
204,安樂區,20臨時電燈,20,0,"11,359",,,
204,安樂區,21臨時電力,*,94,"38,111",,,
204,安樂區,22臨時用電小計,**,94,"49,470",,,
204,安樂區,23總計（含臨時用電）,**,"44,721","50,412,656",,,
204,安樂區,24表燈合計,**,"2,812","36,736,030",,,
204,安樂區,25綜合＆電力合計,**,"41,909","13,676,626",,,
205,暖暖區,1表燈非營業用,"18,768",49,"7,251,320",,,
205,暖暖區,2表燈營業用,735,"1,391","1,194,648",,,
205,暖暖區,3表燈小計,**,"1,440","8,445,968",,,
205,暖暖區,4低壓綜合裝置非營業用,*,0,0,,,
205,暖暖區,5低壓綜合需量非營業用,139,"3,501","556,196",,,
205,暖暖區,6低壓綜合非營業用電小計,**,"3,501","556,196",,,
205,暖暖區,7低壓綜合裝置營業用,*,0,0,,,
205,暖暖區,8低壓綜合需量營業用,28,808,"352,735",,,
205,暖暖區,9低壓綜合營業用電小計,**,808,"352,735",,,
205,暖暖區,10低壓綜合用電小計,**,"4,309","908,931",,,
205,暖暖區,11低壓裝置電力,*,54,"11,702",,,
205,暖暖區,12低壓需量電力,12,770,"246,297",,,
205,暖暖區,13低壓電力小計,**,824,"257,999",,,
