郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),
104,中山區,16高＆特高壓電力小計,**,"226,304","59,294,807",
104,中山區,17電力小計,**,"229,458","59,559,545",
104,中山區,18綜合＆電力小計,**,"350,815","81,830,158",
104,中山區,19電燈＆綜合＆電力小計,**,"396,612","158,440,118",
104,中山區,20臨時電燈,33,0,"55,108",
104,中山區,21臨時電力,34,"2,178","262,235",
104,中山區,22臨時用電小計,**,"2,178","317,343",
104,中山區,23總計（含臨時用電）,**,"396,612","158,757,461",
104,中山區,24表燈合計,**,"45,797","76,665,068",
104,中山區,25綜合＆電力合計,**,"350,815","82,092,393",
105,松山區,1表燈非營業用,"72,448",854,"30,900,231",
105,松山區,2表燈營業用,"12,000","21,438","23,392,886",
105,松山區,3表燈小計,**,"22,292","54,293,117",
105,松山區,4低壓綜合裝置非營業用,*,137,"5,722",
105,松山區,5低壓綜合需量非營業用,555,"21,135","3,484,413",
105,松山區,6低壓綜合非營業用電小計,**,"21,272","3,490,135",
105,松山區,7低壓綜合裝置營業用,*,154,"17,982",
105,松山區,8低壓綜合需量營業用,819,"39,537","8,171,634",
105,松山區,9低壓綜合營業用電小計,**,"39,691","8,189,616",
105,松山區,10低壓綜合用電小計,**,"60,963","11,679,751",
105,松山區,11低壓裝置電力,62,561,"32,421",
105,松山區,12低壓需量電力,12,652,"109,248",
105,松山區,13低壓電力小計,**,"1,213","141,669",
105,松山區,14高壓電力,160,"130,260","32,724,590",
105,松山區,15特高壓電力,*,"8,144","3,848,000",
105,松山區,16高＆特高壓電力小計,**,"138,404","36,572,590",
105,松山區,17電力小計,**,"139,617","36,714,259",
105,松山區,18綜合＆電力小計,**,"200,580","48,394,010",
105,松山區,19電燈＆綜合＆電力小計,**,"222,872","102,687,127",
105,松山區,20臨時電燈,7,0,48642,
105,松山區,21臨時電力,13,935,"147,920",
105,松山區,22臨時用電小計,**,935,"196,562",
105,松山區,23總計（含臨時用電）,**,"222,872","102,883,689",
105,松山區,24表燈合計,**,"22,292","54,341,759",
105,松山區,25綜合＆電力合計,**,"200,580","48,541,930",
106,大安區,1表燈非營業用,"111,166","1,816","31,410,297",
106,大安區,2表燈營業用,"17,452","44,753","23,773,450",
106,大安區,3表燈小計,**,"46,569","55,183,747",
106,大安區,4低壓綜合裝置非營業用,6,235,"14,021",
106,大安區,5低壓綜合需量非營業用,"1,089","41,331","6,275,442",
106,大安區,6低壓綜合非營業用電小計,**,"41,566","6,289,463",
106,大安區,7低壓綜合裝置營業用,11,398,"79,654",
106,大安區,8低壓綜合需量營業用,"1,461","63,635","12,224,407",
106,大安區,9低壓綜合營業用電小計,**,"64,033","12,304,061",
106,大安區,10低壓綜合用電小計,**,"105,599","18,593,524",
106,大安區,11低壓裝置電力,126,"1,467","116,897",
106,大安區,12低壓需量電力,*,296,"50,993",
106,大安區,13低壓電力小計,**,"1,763","167,890",
106,大安區,14高壓電力,278,"208,825","55,629,564",
106,大安區,15特高壓電力,*,"20,146","8,468,686",
106,大安區,16高＆特高壓電力小計,**,"228,971","64,098,250",
106,大安區,17電力小計,**,"230,734","64,266,140",
106,大安區,18綜合＆電力小計,**,"336,333","82,859,664",
106,大安區,19電燈＆綜合＆電力小計,**,"382,902","138,043,411",
106,大安區,20臨時電燈,23,0,"59,153",
106,大安區,21臨時電力,31,"2,854","447,868",
106,大安區,22臨時用電小計,**,"2,854","507,021",
106,大安區,23總計（含臨時用電）,**,"382,902","138,550,432",
106,大安區,24表燈合計,**,"46,569","55,242,900",
106,大安區,25綜合＆電力合計,**,"336,333","83,307,532",
108,萬華區,1表燈非營業用,"77,942","1,096","24,280,383",
108,萬華區,2表燈營業用,"9,176","16,906","11,162,358",
108,萬華區,3表燈小計,**,"18,002","35,442,741",
108,萬華區,4低壓綜合裝置非營業用,*,0,0,
108,萬華區,5低壓綜合需量非營業用,354,"12,075","1,800,409",
108,萬華區,6低壓綜合非營業用電小計,**,"12,075","1,800,409",
108,萬華區,7低壓綜合裝置營業用,35,"1,584","196,359",
108,萬華區,8低壓綜合需量營業用,706,"24,058","5,475,705",
108,萬華區,9低壓綜合營業用電小計,**,"25,642","5,672,064",
108,萬華區,10低壓綜合用電小計,**,"37,717","7,472,473",
108,萬華區,11低壓裝置電力,288,"3,043","256,718",
108,萬華區,12低壓需量電力,39,"1,308","211,031",
108,萬華區,13低壓電力小計,**,"4,351","467,749",
108,萬華區,14高壓電力,109,"46,734","12,409,906",
108,萬華區,15特高壓電力,*,0,0,
108,萬華區,16高＆特高壓電力小計,**,"46,734","12,409,906",
108,萬華區,17電力小計,**,"51,085","12,877,655",
108,萬華區,18綜合＆電力小計,**,"88,802","20,350,128",
108,萬華區,19電燈＆綜合＆電力小計,**,"106,804","55,792,869",
108,萬華區,20臨時電燈,12,0,"13,263",
108,萬華區,21臨時電力,14,"3,154","832,160",
108,萬華區,22臨時用電小計,**,"3,154","845,423",
108,萬華區,23總計（含臨時用電）,**,"106,804","56,638,292",
108,萬華區,24表燈合計,**,"18,002","35,456,004",
108,萬華區,25綜合＆電力合計,**,"88,802","21,182,288",
110,信義區,1表燈非營業用,"84,535",892,"19,507,762",
110,信義區,2表燈營業用,"10,289","15,037","10,651,478",
110,信義區,3表燈小計,**,"15,929","30,159,240",
110,信義區,4低壓綜合裝置非營業用,*,138,"3,880",
110,信義區,5低壓綜合需量非營業用,557,"25,410","4,122,284",
110,信義區,6低壓綜合非營業用電小計,**,"25,548","4,126,164",
110,信義區,7低壓綜合裝置營業用,*,28,"8,764",
110,信義區,8低壓綜合需量營業用,553,"23,980","5,245,879",
110,信義區,9低壓綜合營業用電小計,**,"24,008","5,254,643",
110,信義區,10低壓綜合用電小計,**,"49,556","9,380,807",
110,信義區,11低壓裝置電力,22,234,"30,007",
110,信義區,12低壓需量電力,6,705,"131,213",
110,信義區,13低壓電力小計,**,939,"161,220",
110,信義區,14高壓電力,143,"196,242","55,983,940",
110,信義區,15特高壓電力,*,"6,434","3,110,400",
110,信義區,16高＆特高壓電力小計,**,"202,676","59,094,340",
110,信義區,17電力小計,**,"203,615","59,255,560",
110,信義區,18綜合＆電力小計,**,"253,171","68,636,367",
110,信義區,19電燈＆綜合＆電力小計,**,"269,100","98,795,607",
110,信義區,20臨時電燈,8,0,"3,831",
110,信義區,21臨時電力,28,"3,336","702,018",
110,信義區,22臨時用電小計,**,"3,336","705,849",
110,信義區,23總計（含臨時用電）,**,"269,100","99,501,456",
110,信義區,24表燈合計,**,"15,929","30,163,071",
110,信義區,25綜合＆電力合計,**,"253,171","69,338,385",
111,士林區,1表燈非營業用,"107,480","2,115","38,416,851",
111,士林區,2表燈營業用,"9,751","20,067","12,122,369",
111,士林區,3表燈小計,**,"22,182","50,539,220",
111,士林區,4低壓綜合裝置非營業用,*,0,0,
111,士林區,5低壓綜合需量非營業用,652,"23,246","3,519,625",
111,士林區,6低壓綜合非營業用電小計,**,"23,246","3,519,625",
111,士林區,7低壓綜合裝置營業用,*,47,"6,777",
111,士林區,8低壓綜合需量營業用,805,"29,261","5,790,984",
111,士林區,9低壓綜合營業用電小計,**,"29,308","5,797,761",
111,士林區,10低壓綜合用電小計,**,"52,554","9,317,386",
111,士林區,11低壓裝置電力,108,"1,380","125,754",
111,士林區,12低壓需量電力,118,"6,071","893,503",
111,士林區,13低壓電力小計,**,"7,451","1,019,257",
111,士林區,14高壓電力,138,"97,468","24,257,134",
111,士林區,15特高壓電力,*,0,0,
111,士林區,16高＆特高壓電力小計,**,"97,468","24,257,134",
111,士林區,17電力小計,**,"104,919","25,276,391",
111,士林區,18綜合＆電力小計,**,"157,473","34,593,777",
111,士林區,19電燈＆綜合＆電力小計,**,"179,655","85,132,997",
111,士林區,20臨時電燈,57,0,"74,296",
111,士林區,21臨時電力,22,"1,445","169,249",
111,士林區,22臨時用電小計,**,"1,445","243,545",
111,士林區,23總計（含臨時用電）,**,"179,655","85,376,542",
111,士林區,24表燈合計,**,"22,182","50,613,516",
111,士林區,25綜合＆電力合計,**,"157,473","34,763,026",
112,北投區,1表燈非營業用,"94,427","1,068","39,521,304",
112,北投區,2表燈營業用,"5,914","10,205","12,907,074",
112,北投區,3表燈小計,**,"11,273","52,428,378",
112,北投區,4低壓綜合裝置非營業用,*,0,0,
112,北投區,5低壓綜合需量非營業用,647,"20,831","2,948,967",
112,北投區,6低壓綜合非營業用電小計,**,"20,831","2,948,967",
112,北投區,7低壓綜合裝置營業用,*,70,"7,560",
112,北投區,8低壓綜合需量營業用,426,"20,169","4,755,708",
112,北投區,9低壓綜合營業用電小計,**,"20,239","4,763,268",
112,北投區,10低壓綜合用電小計,**,"41,070","7,712,235",
112,北投區,11低壓裝置電力,62,750,"88,071",
112,北投區,12低壓需量電力,95,"5,298","758,762",
112,北投區,13低壓電力小計,**,"6,048","846,833",
112,北投區,14高壓電力,124,"104,620","30,719,734",
112,北投區,15特高壓電力,*,"9,536","4,218,804",
112,北投區,16高＆特高壓電力小計,**,"114,156","34,938,538",
112,北投區,17電力小計,**,"120,204","35,785,371",
112,北投區,18綜合＆電力小計,**,"161,274","43,497,606",
112,北投區,19電燈＆綜合＆電力小計,**,"172,547","95,925,984",
112,北投區,20臨時電燈,43,0,"22,757",
112,北投區,21臨時電力,35,"1,705","336,219",
112,北投區,22臨時用電小計,**,"1,705","358,976",
112,北投區,23總計（含臨時用電）,**,"172,547","96,284,960",
112,北投區,24表燈合計,**,"11,273","52,451,135",
112,北投區,25綜合＆電力合計,**,"161,274","43,833,825",
114,內湖區,1表燈非營業用,"103,830",718,"33,535,178",
114,內湖區,2表燈營業用,"13,282","22,403","11,945,068",
114,內湖區,3表燈小計,**,"23,121","45,480,246",
114,內湖區,4低壓綜合裝置非營業用,*,0,0,
114,內湖區,5低壓綜合需量非營業用,"1,159","49,697","8,247,986",
114,內湖區,6低壓綜合非營業用電小計,**,"49,697","8,247,986",
114,內湖區,7低壓綜合裝置營業用,*,0,0,
114,內湖區,8低壓綜合需量營業用,"1,816","112,277","24,524,532",
114,內湖區,9低壓綜合營業用電小計,**,"112,277","24,524,532",
114,內湖區,10低壓綜合用電小計,**,"161,974","32,772,518",
114,內湖區,11低壓裝置電力,21,175,"6,262",
114,內湖區,12低壓需量電力,352,"13,306","2,455,643",
114,內湖區,13低壓電力小計,**,"13,481","2,461,905",
114,內湖區,14高壓電力,163,"136,132","48,315,209",
114,內湖區,15特高壓電力,*,"10,900","4,860,800",
114,內湖區,16高＆特高壓電力小計,**,"147,032","53,176,009",
114,內湖區,17電力小計,**,"160,513","55,637,914",
114,內湖區,18綜合＆電力小計,**,"322,487","88,410,432",
114,內湖區,19電燈＆綜合＆電力小計,**,"345,608","133,890,678",
114,內湖區,20臨時電燈,27,0,"19,983",
114,內湖區,21臨時電力,41,"2,830","340,149",
114,內湖區,22臨時用電小計,**,"2,830","360,132",
114,內湖區,23總計（含臨時用電）,**,"345,608","134,250,810",
114,內湖區,24表燈合計,**,"23,121","45,500,229",
114,內湖區,25綜合＆電力合計,**,"322,487","88,750,581",
115,南港區,1表燈非營業用,"44,232",94,"8,365,980",
115,南港區,2表燈營業用,"4,347","6,678","3,446,967",
115,南港區,3表燈小計,**,"6,772","11,812,947",
115,南港區,4低壓綜合裝置非營業用,*,0,0,
115,南港區,5低壓綜合需量非營業用,364,"13,424","2,010,121",
115,南港區,6低壓綜合非營業用電小計,**,"13,424","2,010,121",
115,南港區,7低壓綜合裝置營業用,*,0,0,
115,南港區,8低壓綜合需量營業用,254,"13,192","2,648,357",
115,南港區,9低壓綜合營業用電小計,**,"13,192","2,648,357",
115,南港區,10低壓綜合用電小計,**,"26,616","4,658,478",
115,南港區,11低壓裝置電力,30,541,"46,848",
115,南港區,12低壓需量電力,147,"4,708","535,346",
115,南港區,13低壓電力小計,**,"5,249","582,194",
115,南港區,14高壓電力,88,"104,693","29,437,690",
115,南港區,15特高壓電力,*,"37,989","14,805,828",
115,南港區,16高＆特高壓電力小計,**,"142,682","44,243,518",
115,南港區,17電力小計,**,"147,931","44,825,712",
115,南港區,18綜合＆電力小計,**,"174,547","49,484,190",
115,南港區,19電燈＆綜合＆電力小計,**,"181,319","61,297,137",
115,南港區,20臨時電燈,7,0,"2,136",
115,南港區,21臨時電力,19,"3,473","432,604",
115,南港區,22臨時用電小計,**,"3,473","434,740",
115,南港區,23總計（含臨時用電）,**,"181,319","61,731,877",
115,南港區,24表燈合計,**,"6,772","11,815,083",
115,南港區,25綜合＆電力合計,**,"174,547","49,916,794",
116,文山區,1表燈非營業用,"101,015",451,"28,084,394",
116,文山區,2表燈營業用,"5,092","10,193","7,567,364",
116,文山區,3表燈小計,**,"10,644","35,651,758",
116,文山區,4低壓綜合裝置非營業用,*,0,0,
116,文山區,5低壓綜合需量非營業用,818,"25,667","3,379,709",
116,文山區,6低壓綜合非營業用電小計,**,"25,667","3,379,709",
116,文山區,7低壓綜合裝置營業用,*,74,"7,043",
116,文山區,8低壓綜合需量營業用,316,"10,719","2,492,076",
116,文山區,9低壓綜合營業用電小計,**,"10,793","2,499,119",
116,文山區,10低壓綜合用電小計,**,"36,460","5,878,828",
116,文山區,11低壓裝置電力,26,281,"63,714",
116,文山區,12低壓需量電力,27,"1,078","161,167",
116,文山區,13低壓電力小計,**,"1,359","224,881",
116,文山區,14高壓電力,99,"45,817","9,738,640",
116,文山區,15特高壓電力,*,"23,363","8,715,570",
116,文山區,16高＆特高壓電力小計,**,"69,180","18,454,210",
116,文山區,17電力小計,**,"70,539","18,679,091",
116,文山區,18綜合＆電力小計,**,"106,999","24,557,919",
116,文山區,19電燈＆綜合＆電力小計,**,"117,643","60,209,677",
116,文山區,20臨時電燈,16,0,"10,633",
116,文山區,21臨時電力,26,"1,892","246,760",
116,文山區,22臨時用電小計,**,"1,892","257,393",
116,文山區,23總計（含臨時用電）,**,"117,643","60,467,070",
116,文山區,24表燈合計,**,"10,644","35,662,391",
116,文山區,25綜合＆電力合計,**,"106,999","24,804,679",
200,仁愛區,1表燈非營業用,"22,689",444,"7,317,244",
200,仁愛區,2表燈營業用,"3,285","5,540","3,981,991",
200,仁愛區,3表燈小計,**,"5,984","11,299,235",
200,仁愛區,4低壓綜合裝置非營業用,*,0,0,
200,仁愛區,5低壓綜合需量非營業用,135,"3,688","430,211",
200,仁愛區,6低壓綜合非營業用電小計,**,"3,688","430,211",
200,仁愛區,7低壓綜合裝置營業用,*,106,"6,993",
200,仁愛區,8低壓綜合需量營業用,317,"9,595","1,892,751",
200,仁愛區,9低壓綜合營業用電小計,**,"9,701","1,899,744",
200,仁愛區,10低壓綜合用電小計,**,"13,389","2,329,955",
200,仁愛區,11低壓裝置電力,60,533,"45,280",
200,仁愛區,12低壓需量電力,13,450,"129,885",
200,仁愛區,13低壓電力小計,**,983,"175,165",
200,仁愛區,14高壓電力,25,"7,706","1,614,799",
200,仁愛區,15特高壓電力,*,0,0,
200,仁愛區,16高＆特高壓電力小計,**,"7,706","1,614,799",
200,仁愛區,17電力小計,**,"8,689","1,789,964",
200,仁愛區,18綜合＆電力小計,**,"22,078","4,119,919",
200,仁愛區,19電燈＆綜合＆電力小計,**,"28,062","15,419,154",
200,仁愛區,20臨時電燈,*,0,726,
200,仁愛區,21臨時電力,*,0,0,
200,仁愛區,22臨時用電小計,**,0,726,
200,仁愛區,23總計（含臨時用電）,**,"28,062","15,419,880",
200,仁愛區,24表燈合計,**,"5,984","11,299,961",
200,仁愛區,25綜合＆電力合計,**,"22,078","4,119,919",
201,信義區,1表燈非營業用,"25,191",235,"748,818",
201,信義區,2表燈營業用,"1,208","1,859","679,228",
201,信義區,3表燈小計,**,"2,094","1,428,046",
201,信義區,4低壓綜合裝置非營業用,*,0,0,
201,信義區,5低壓綜合需量非營業用,126,"4,780","689,421",
201,信義區,6低壓綜合非營業用電小計,**,"4,780","689,421",
201,信義區,7低壓綜合裝置營業用,*,68,"14,440",
201,信義區,8低壓綜合需量營業用,48,"2,970","582,109",
201,信義區,9低壓綜合營業用電小計,**,"3,038","596,549",
201,信義區,10低壓綜合用電小計,**,"7,818","1,285,970",
201,信義區,11低壓裝置電力,*,103,"41,460",
201,信義區,12低壓需量電力,22,921,"145,411",
201,信義區,13低壓電力小計,**,"1,024","186,871",
201,信義區,14高壓電力,33,"12,611","2,943,670",
201,信義區,15特高壓電力,*,0,481600,
201,信義區,16高＆特高壓電力小計,**,"12,611","3,425,270",
201,信義區,17電力小計,**,"13,635","3,612,141",
201,信義區,18綜合＆電力小計,**,"21,453","4,898,111",
201,信義區,19電燈＆綜合＆電力小計,**,"23,547","6,326,157",
201,信義區,20臨時電燈,10,0,0,
201,信義區,21臨時電力,*,307,"57,720",
201,信義區,22臨時用電小計,**,307,"57,720",
201,信義區,23總計（含臨時用電）,**,"23,547","6,383,877",
201,信義區,24表燈合計,**,"2,094","1,428,046",
201,信義區,25綜合＆電力合計,**,"21,453","4,955,831",
202,中正區,1表燈非營業用,"31,125",254,"214,656",
202,中正區,2表燈營業用,"2,125","3,146","1,083,395",
202,中正區,3表燈小計,**,"3,400","1,298,051",
202,中正區,4低壓綜合裝置非營業用,*,43,"4,880",
202,中正區,5低壓綜合需量非營業用,209,"8,575","1,139,466",
202,中正區,6低壓綜合非營業用電小計,**,"8,618","1,144,346",
202,中正區,7低壓綜合裝置營業用,*,0,0,
202,中正區,8低壓綜合需量營業用,116,"3,864","849,793",
202,中正區,9低壓綜合營業用電小計,**,"3,864","849,793",
202,中正區,10低壓綜合用電小計,**,"12,482","1,994,139",
202,中正區,11低壓裝置電力,35,377,"36,067",
202,中正區,12低壓需量電力,36,"1,191","310,281",
202,中正區,13低壓電力小計,**,"1,568","346,348",
202,中正區,14高壓電力,40,"21,746","5,635,106",
202,中正區,15特高壓電力,*,"7,000","1,337,859",
202,中正區,16高＆特高壓電力小計,**,"28,746","6,972,965",
202,中正區,17電力小計,**,"30,314","7,319,313",
202,中正區,18綜合＆電力小計,**,"42,796","9,313,452",
202,中正區,19電燈＆綜合＆電力小計,**,"46,196","10,611,503",
202,中正區,20臨時電燈,7,0,0,
202,中正區,21臨時電力,8,537,"59,960",
202,中正區,22臨時用電小計,**,537,"59,960",
202,中正區,23總計（含臨時用電）,**,"46,196","10,671,463",
202,中正區,24表燈合計,**,"3,400","1,298,051",
202,中正區,25綜合＆電力合計,**,"42,796","9,373,412",
203,中山區,1表燈非營業用,"21,879",101,"10,774,425",
203,中山區,2表燈營業用,"1,089","1,279","1,669,521",
203,中山區,3表燈小計,**,"1,380","12,443,946",
203,中山區,4低壓綜合裝置非營業用,*,0,0,
203,中山區,5低壓綜合需量非營業用,71,"2,038","261,881",
203,中山區,6低壓綜合非營業用電小計,**,"2,038","261,881",
203,中山區,7低壓綜合裝置營業用,*,0,0,
203,中山區,8低壓綜合需量營業用,38,"1,272","299,345",
203,中山區,9低壓綜合營業用電小計,**,"1,272","299,345",
203,中山區,10低壓綜合用電小計,**,"3,310","561,226",
203,中山區,11低壓裝置電力,15,208,"51,537",
203,中山區,12低壓需量電力,14,403,"86,186",
203,中山區,13低壓電力小計,**,611,"137,723",
203,中山區,14高壓電力,30,"14,727","2,881,872",
203,中山區,15特高壓電力,*,0,0,
203,中山區,16高＆特高壓電力小計,**,"14,727","2,881,872",
203,中山區,17電力小計,**,"15,338","3,019,595",
203,中山區,18綜合＆電力小計,**,"18,648","3,580,821",
203,中山區,19電燈＆綜合＆電力小計,**,"20,028","16,024,767",
203,中山區,20臨時電燈,7,0,13398,
203,中山區,21臨時電力,*,55,"3,040",
203,中山區,22臨時用電小計,**,55,"16,438",
203,中山區,23總計（含臨時用電）,**,"20,028","16,041,205",
203,中山區,24表燈合計,**,"1,380","12,457,344",
203,中山區,25綜合＆電力合計,**,"18,648","3,583,861",
204,安樂區,1表燈非營業用,"40,193",206,"21,726,175",
204,安樂區,2表燈營業用,"1,371","2,688","2,928,941",
204,安樂區,3表燈小計,**,"2,894","24,655,116",
204,安樂區,4低壓綜合裝置非營業用,*,0,0,
204,安樂區,5低壓綜合需量非營業用,275,"8,267","1,077,464",
204,安樂區,6低壓綜合非營業用電小計,**,"8,267","1,077,464",
204,安樂區,7低壓綜合裝置營業用,*,0,0,
204,安樂區,8低壓綜合需量營業用,82,"3,970","981,924",
204,安樂區,9低壓綜合營業用電小計,**,"3,970","981,924",
204,安樂區,10低壓綜合用電小計,**,"12,237","2,059,388",
204,安樂區,11低壓裝置電力,8,60,"12,253",
204,安樂區,12低壓需量電力,57,"3,211","500,494",
204,安樂區,13低壓電力小計,**,"3,271","512,747",
204,安樂區,14高壓電力,52,"25,526","8,081,815",
204,安樂區,15特高壓電力,*,0,0,
204,安樂區,16高＆特高壓電力小計,**,"25,526","8,081,815",
204,安樂區,17電力小計,**,"28,797","8,594,562",
204,安樂區,18綜合＆電力小計,**,"41,034","10,653,950",
204,安樂區,19電燈＆綜合＆電力小計,**,"43,928","35,309,066",
204,安樂區,20臨時電燈,15,0,13727,
204,安樂區,21臨時電力,*,193,"20,455",
204,安樂區,22臨時用電小計,**,193,"34,182",
204,安樂區,23總計（含臨時用電）,**,"43,928","35,343,248",
204,安樂區,24表燈合計,**,"2,894","24,668,843",
204,安樂區,25綜合＆電力合計,**,"41,034","10,674,405",
205,暖暖區,1表燈非營業用,"18,877",72,"5,211,835",
205,暖暖區,2表燈營業用,743,"1,533","959,432",
205,暖暖區,3表燈小計,**,"1,605","6,171,267",
205,暖暖區,4低壓綜合裝置非營業用,*,0,0,
205,暖暖區,5低壓綜合需量非營業用,141,"3,462","503,427",
205,暖暖區,6低壓綜合非營業用電小計,**,"3,462","503,427",
205,暖暖區,7低壓綜合裝置營業用,*,0,0,
205,暖暖區,8低壓綜合需量營業用,28,858,"283,371",
205,暖暖區,9低壓綜合營業用電小計,**,858,"283,371",
205,暖暖區,10低壓綜合用電小計,**,"4,320","786,798",
205,暖暖區,11低壓裝置電力,*,54,"9,666",
205,暖暖區,12低壓需量電力,12,770,"218,754",
205,暖暖區,13低壓電力小計,**,824,"228,420",
205,暖暖區,14高壓電力,13,"3,770","911,540",
205,暖暖區,15特高壓電力,*,0,0,
205,暖暖區,16高＆特高壓電力小計,**,"3,770","911,540",
205,暖暖區,17電力小計,**,"4,594","1,139,960",
205,暖暖區,18綜合＆電力小計,**,"8,914","1,926,758",
205,暖暖區,19電燈＆綜合＆電力小計,**,"10,519","8,098,025",
205,暖暖區,20臨時電燈,6,0,"2,082",
205,暖暖區,21臨時電力,*,70,"14,426",
205,暖暖區,22臨時用電小計,**,70,"16,508",
205,暖暖區,23總計（含臨時用電）,**,"10,519","8,114,533",
205,暖暖區,24表燈合計,**,"1,605","6,173,349",
205,暖暖區,25綜合＆電力合計,**,"8,914","1,941,184",
206,七堵區,1表燈非營業用,"25,418",145,"8,134,849",
206,七堵區,2表燈營業用,"1,766","2,245","2,546,687",
206,七堵區,3表燈小計,**,"2,390","10,681,536",
206,七堵區,4低壓綜合裝置非營業用,*,0,0,
206,七堵區,5低壓綜合需量非營業用,138,"4,999","760,340",
206,七堵區,6低壓綜合非營業用電小計,**,"4,999","760,340",
206,七堵區,7低壓綜合裝置營業用,*,0,0,
206,七堵區,8低壓綜合需量營業用,61,"2,676","573,623",
206,七堵區,9低壓綜合營業用電小計,**,"2,676","573,623",
206,七堵區,10低壓綜合用電小計,**,"7,675","1,333,963",
206,七堵區,11低壓裝置電力,6,46,"4,732",
206,七堵區,12低壓需量電力,76,"6,031","1,436,666",
206,七堵區,13低壓電力小計,**,"6,077","1,441,398",
206,七堵區,14高壓電力,54,"27,560","8,352,968",
206,七堵區,15特高壓電力,*,"1,130","283,800",
206,七堵區,16高＆特高壓電力小計,**,"28,690","8,636,768",
206,七堵區,17電力小計,**,"34,767","10,078,166",
206,七堵區,18綜合＆電力小計,**,"42,442","11,412,129",
