郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),
104,中山區,12低壓需量電力,8 ,642 ,"91,123 ",
104,中山區,13低壓電力小計,**,"3,203 ","267,631 ",
104,中山區,14高壓電力,318 ,"208,935 ","63,492,439 ",
104,中山區,15特高壓電力,*,"23,700 ","8,066,800 ",
104,中山區,16高＆特高壓電力小計,**,"232,635 ","71,559,239 ",
104,中山區,17電力小計,**,"235,838 ","71,826,870 ",
104,中山區,18綜合＆電力小計,**,"357,044 ","94,214,484 ",
104,中山區,19電燈＆綜合＆電力小計,**,"400,586 ","164,118,329 ",
104,中山區,20臨時電燈,29 ,0 ,"45,897 ",
104,中山區,21臨時電力,33 ,"1,942 ","181,521 ",
104,中山區,22臨時用電小計,**,"1,942 ","227,418 ",
104,中山區,23總計（含臨時用電）,**,"400,586 ","164,345,747 ",
104,中山區,24表燈合計,**,"43,542 ","69,949,742 ",
104,中山區,25綜合＆電力合計,**,"357,044 ","94,396,005 ",
105,松山區,1表燈非營業用,"72,464 ",656 ,"18,503,665 ",
105,松山區,2表燈營業用,"11,809 ","20,317 ","15,333,016 ",
105,松山區,3表燈小計,**,"20,973 ","33,836,681 ",
105,松山區,4低壓綜合裝置非營業用,*,137 ,"5,950 ",
105,松山區,5低壓綜合需量非營業用,549 ,"20,932 ","3,340,161 ",
105,松山區,6低壓綜合非營業用電小計,**,"21,069 ","3,346,111 ",
105,松山區,7低壓綜合裝置營業用,*,154 ,"24,084 ",
105,松山區,8低壓綜合需量營業用,815 ,"39,130 ","8,254,517 ",
105,松山區,9低壓綜合營業用電小計,**,"39,284 ","8,278,601 ",
105,松山區,10低壓綜合用電小計,**,"60,353 ","11,624,712 ",
105,松山區,11低壓裝置電力,62 ,561 ,"34,217 ",
105,松山區,12低壓需量電力,12 ,652 ,"122,362 ",
105,松山區,13低壓電力小計,**,"1,213 ","156,579 ",
105,松山區,14高壓電力,161 ,"131,192 ","40,141,658 ",
105,松山區,15特高壓電力,*,"8,600 ","4,204,800 ",
105,松山區,16高＆特高壓電力小計,**,"139,792 ","44,346,458 ",
105,松山區,17電力小計,**,"141,005 ","44,503,037 ",
105,松山區,18綜合＆電力小計,**,"201,358 ","56,127,749 ",
105,松山區,19電燈＆綜合＆電力小計,**,"222,331 ","89,964,430 ",
105,松山區,20臨時電燈,9 ,0 ,"2,526 ",
105,松山區,21臨時電力,15 ,"1,210 ","141,120 ",
105,松山區,22臨時用電小計,**,"1,210 ","143,646 ",
105,松山區,23總計（含臨時用電）,**,"222,331 ","90,108,076 ",
105,松山區,24表燈合計,**,"20,973 ","33,839,207 ",
105,松山區,25綜合＆電力合計,**,"201,358 ","56,268,869 ",
106,大安區,1表燈非營業用,"111,053 ","1,759 ","47,588,685 ",
106,大安區,2表燈營業用,"17,388 ","42,724 ","32,845,900 ",
106,大安區,3表燈小計,**,"44,483 ","80,434,585 ",
106,大安區,4低壓綜合裝置非營業用,6 ,235 ,"13,910 ",
106,大安區,5低壓綜合需量非營業用,"1,080 ","40,541 ","6,427,733 ",
106,大安區,6低壓綜合非營業用電小計,**,"40,776 ","6,441,643 ",
106,大安區,7低壓綜合裝置營業用,11 ,398 ,"85,222 ",
106,大安區,8低壓綜合需量營業用,"1,466 ","64,036 ","13,165,023 ",
106,大安區,9低壓綜合營業用電小計,**,"64,434 ","13,250,245 ",
106,大安區,10低壓綜合用電小計,**,"105,210 ","19,691,888 ",
106,大安區,11低壓裝置電力,128 ,"1,487 ","133,915 ",
106,大安區,12低壓需量電力,*,296 ,"46,610 ",
106,大安區,13低壓電力小計,**,"1,783 ","180,525 ",
106,大安區,14高壓電力,278 ,"205,136 ","65,326,897 ",
106,大安區,15特高壓電力,*,"23,095 ","9,041,380 ",
106,大安區,16高＆特高壓電力小計,**,"228,231 ","74,368,277 ",
106,大安區,17電力小計,**,"230,014 ","74,548,802 ",
106,大安區,18綜合＆電力小計,**,"335,224 ","94,240,690 ",
106,大安區,19電燈＆綜合＆電力小計,**,"379,707 ","174,675,275 ",
106,大安區,20臨時電燈,19 ,0 ,"126,884 ",
106,大安區,21臨時電力,28 ,"2,678 ","397,489 ",
106,大安區,22臨時用電小計,**,"2,678 ","524,373 ",
106,大安區,23總計（含臨時用電）,**,"379,707 ","175,199,648 ",
106,大安區,24表燈合計,**,"44,483 ","80,561,469 ",
106,大安區,25綜合＆電力合計,**,"335,224 ","94,638,179 ",
108,萬華區,1表燈非營業用,"77,690 ","1,069 ","20,680,385 ",
108,萬華區,2表燈營業用,"9,148 ","16,206 ","11,252,894 ",
108,萬華區,3表燈小計,**,"17,275 ","31,933,279 ",
108,萬華區,4低壓綜合裝置非營業用,*,0 ,0 ,
108,萬華區,5低壓綜合需量非營業用,347 ,"11,828 ","1,847,903 ",
108,萬華區,6低壓綜合非營業用電小計,**,"11,828 ","1,847,903 ",
108,萬華區,7低壓綜合裝置營業用,35 ,"1,584 ","234,350 ",
108,萬華區,8低壓綜合需量營業用,712 ,"23,738 ","5,635,353 ",
108,萬華區,9低壓綜合營業用電小計,**,"25,322 ","5,869,703 ",
108,萬華區,10低壓綜合用電小計,**,"37,150 ","7,717,606 ",
108,萬華區,11低壓裝置電力,294 ,"3,108 ","289,127 ",
108,萬華區,12低壓需量電力,39 ,"1,322 ","193,891 ",
108,萬華區,13低壓電力小計,**,"4,430 ","483,018 ",
108,萬華區,14高壓電力,108 ,"44,845 ","14,232,550 ",
108,萬華區,15特高壓電力,*,0 ,0 ,
108,萬華區,16高＆特高壓電力小計,**,"44,845 ","14,232,550 ",
108,萬華區,17電力小計,**,"49,275 ","14,715,568 ",
108,萬華區,18綜合＆電力小計,**,"86,425 ","22,433,174 ",
108,萬華區,19電燈＆綜合＆電力小計,**,"103,700 ","54,366,453 ",
108,萬華區,20臨時電燈,11 ,0 ,"18,168 ",
108,萬華區,21臨時電力,15 ,981 ,"170,920 ",
108,萬華區,22臨時用電小計,**,981 ,"189,088 ",
108,萬華區,23總計（含臨時用電）,**,"103,700 ","54,555,541 ",
108,萬華區,24表燈合計,**,"17,275 ","31,951,447 ",
108,萬華區,25綜合＆電力合計,**,"86,425 ","22,604,094 ",
110,信義區,1表燈非營業用,"84,409 ",866 ,"35,844,163 ",
110,信義區,2表燈營業用,"10,279 ","14,145 ","17,281,785 ",
110,信義區,3表燈小計,**,"15,011 ","53,125,948 ",
110,信義區,4低壓綜合裝置非營業用,*,138 ,"4,200 ",
110,信義區,5低壓綜合需量非營業用,559 ,"25,692 ","4,296,314 ",
110,信義區,6低壓綜合非營業用電小計,**,"25,830 ","4,300,514 ",
110,信義區,7低壓綜合裝置營業用,*,28 ,"9,771 ",
110,信義區,8低壓綜合需量營業用,549 ,"24,410 ","5,396,915 ",
110,信義區,9低壓綜合營業用電小計,**,"24,438 ","5,406,686 ",
110,信義區,10低壓綜合用電小計,**,"50,268 ","9,707,200 ",
110,信義區,11低壓裝置電力,22 ,234 ,"32,394 ",
110,信義區,12低壓需量電力,6 ,705 ,"126,987 ",
110,信義區,13低壓電力小計,**,939 ,"159,381 ",
110,信義區,14高壓電力,143 ,"197,615 ","66,477,115 ",
110,信義區,15特高壓電力,*,"7,825 ","3,222,400 ",
110,信義區,16高＆特高壓電力小計,**,"205,440 ","69,699,515 ",
110,信義區,17電力小計,**,"206,379 ","69,858,896 ",
110,信義區,18綜合＆電力小計,**,"256,647 ","79,566,096 ",
110,信義區,19電燈＆綜合＆電力小計,**,"271,658 ","132,692,044 ",
110,信義區,20臨時電燈,9 ,0 ,"3,317 ",
110,信義區,21臨時電力,30 ,"3,744 ","631,344 ",
110,信義區,22臨時用電小計,**,"3,744 ","634,661 ",
110,信義區,23總計（含臨時用電）,**,"271,658 ","133,326,705 ",
110,信義區,24表燈合計,**,"15,011 ","53,129,265 ",
110,信義區,25綜合＆電力合計,**,"256,647 ","80,197,440 ",
111,士林區,1表燈非營業用,"107,336 ","2,141 ","38,508,214 ",
111,士林區,2表燈營業用,"9,704 ","18,913 ","16,919,652 ",
111,士林區,3表燈小計,**,"21,054 ","55,427,866 ",
111,士林區,4低壓綜合裝置非營業用,*,0 ,0 ,
111,士林區,5低壓綜合需量非營業用,655 ,"24,109 ","3,539,060 ",
111,士林區,6低壓綜合非營業用電小計,**,"24,109 ","3,539,060 ",
111,士林區,7低壓綜合裝置營業用,*,47 ,"5,985 ",
111,士林區,8低壓綜合需量營業用,814 ,"29,930 ","6,086,912 ",
111,士林區,9低壓綜合營業用電小計,**,"29,977 ","6,092,897 ",
111,士林區,10低壓綜合用電小計,**,"54,086 ","9,631,957 ",
111,士林區,11低壓裝置電力,114 ,"1,489 ","147,484 ",
111,士林區,12低壓需量電力,117 ,"5,877 ","878,181 ",
111,士林區,13低壓電力小計,**,"7,366 ","1,025,665 ",
111,士林區,14高壓電力,140 ,"97,123 ","29,696,439 ",
111,士林區,15特高壓電力,*,0 ,0 ,
111,士林區,16高＆特高壓電力小計,**,"97,123 ","29,696,439 ",
111,士林區,17電力小計,**,"104,489 ","30,722,104 ",
111,士林區,18綜合＆電力小計,**,"158,575 ","40,354,061 ",
111,士林區,19電燈＆綜合＆電力小計,**,"179,629 ","95,781,927 ",
111,士林區,20臨時電燈,54 ,0 ,"43,984 ",
111,士林區,21臨時電力,21 ,"1,917 ","164,040 ",
111,士林區,22臨時用電小計,**,"1,917 ","208,024 ",
111,士林區,23總計（含臨時用電）,**,"179,629 ","95,989,951 ",
111,士林區,24表燈合計,**,"21,054 ","55,471,850 ",
111,士林區,25綜合＆電力合計,**,"158,575 ","40,518,101 ",
112,北投區,1表燈非營業用,"94,027 ","1,067 ","14,320,098 ",
112,北投區,2表燈營業用,"5,918 ","9,565 ","4,821,377 ",
112,北投區,3表燈小計,**,"10,632 ","19,141,475 ",
112,北投區,4低壓綜合裝置非營業用,*,0 ,0 ,
112,北投區,5低壓綜合需量非營業用,635 ,"20,647 ","2,845,251 ",
112,北投區,6低壓綜合非營業用電小計,**,"20,647 ","2,845,251 ",
112,北投區,7低壓綜合裝置營業用,*,70 ,"6,840 ",
112,北投區,8低壓綜合需量營業用,431 ,"21,198 ","4,846,588 ",
112,北投區,9低壓綜合營業用電小計,**,"21,268 ","4,853,428 ",
112,北投區,10低壓綜合用電小計,**,"41,915 ","7,698,679 ",
112,北投區,11低壓裝置電力,64 ,770 ,"103,009 ",
112,北投區,12低壓需量電力,94 ,"5,327 ","710,877 ",
112,北投區,13低壓電力小計,**,"6,097 ","813,886 ",
112,北投區,14高壓電力,125 ,"99,152 ","36,995,961 ",
112,北投區,15特高壓電力,*,"10,537 ","4,483,894 ",
112,北投區,16高＆特高壓電力小計,**,"109,689 ","41,479,855 ",
112,北投區,17電力小計,**,"115,786 ","42,293,741 ",
112,北投區,18綜合＆電力小計,**,"157,701 ","49,992,420 ",
112,北投區,19電燈＆綜合＆電力小計,**,"168,333 ","69,133,895 ",
112,北投區,20臨時電燈,42 ,0 ,"29,926 ",
112,北投區,21臨時電力,39 ,"1,912 ","287,203 ",
112,北投區,22臨時用電小計,**,"1,912 ","317,129 ",
112,北投區,23總計（含臨時用電）,**,"168,333 ","69,451,024 ",
112,北投區,24表燈合計,**,"10,632 ","19,171,401 ",
112,北投區,25綜合＆電力合計,**,"157,701 ","50,279,623 ",
114,內湖區,1表燈非營業用,"103,822 ",560 ,"32,442,544 ",
114,內湖區,2表燈營業用,"13,115 ","21,105 ","40,643,980 ",
114,內湖區,3表燈小計,**,"21,665 ","73,086,524 ",
114,內湖區,4低壓綜合裝置非營業用,*,0 ,0 ,
114,內湖區,5低壓綜合需量非營業用,"1,156 ","49,926 ","8,150,151 ",
114,內湖區,6低壓綜合非營業用電小計,**,"49,926 ","8,150,151 ",
114,內湖區,7低壓綜合裝置營業用,*,0 ,0 ,
114,內湖區,8低壓綜合需量營業用,"1,793 ","112,115 ","24,598,572 ",
114,內湖區,9低壓綜合營業用電小計,**,"112,115 ","24,598,572 ",
114,內湖區,10低壓綜合用電小計,**,"162,041 ","32,748,723 ",
114,內湖區,11低壓裝置電力,21 ,175 ,"6,446 ",
114,內湖區,12低壓需量電力,354 ,"13,139 ","2,473,116 ",
114,內湖區,13低壓電力小計,**,"13,314 ","2,479,562 ",
114,內湖區,14高壓電力,163 ,"138,852 ","53,859,330 ",
114,內湖區,15特高壓電力,*,"11,700 ","4,895,600 ",
114,內湖區,16高＆特高壓電力小計,**,"150,552 ","58,754,930 ",
114,內湖區,17電力小計,**,"163,866 ","61,234,492 ",
114,內湖區,18綜合＆電力小計,**,"325,907 ","93,983,215 ",
114,內湖區,19電燈＆綜合＆電力小計,**,"347,572 ","167,069,739 ",
114,內湖區,20臨時電燈,22 ,0 ,"23,316 ",
114,內湖區,21臨時電力,41 ,"2,458 ","504,245 ",
114,內湖區,22臨時用電小計,**,"2,458 ","527,561 ",
114,內湖區,23總計（含臨時用電）,**,"347,572 ","167,597,300 ",
114,內湖區,24表燈合計,**,"21,665 ","73,109,840 ",
114,內湖區,25綜合＆電力合計,**,"325,907 ","94,487,460 ",
115,南港區,1表燈非營業用,"44,091 ",63 ,"18,249,318 ",
115,南港區,2表燈營業用,"4,309 ","6,294 ","9,380,502 ",
115,南港區,3表燈小計,**,"6,357 ","27,629,820 ",
115,南港區,4低壓綜合裝置非營業用,*,0 ,0 ,
115,南港區,5低壓綜合需量非營業用,360 ,"13,331 ","1,970,718 ",
115,南港區,6低壓綜合非營業用電小計,**,"13,331 ","1,970,718 ",
115,南港區,7低壓綜合裝置營業用,*,0 ,0 ,
115,南港區,8低壓綜合需量營業用,250 ,"13,033 ","2,777,202 ",
115,南港區,9低壓綜合營業用電小計,**,"13,033 ","2,777,202 ",
115,南港區,10低壓綜合用電小計,**,"26,364 ","4,747,920 ",
115,南港區,11低壓裝置電力,30 ,541 ,"52,343 ",
115,南港區,12低壓需量電力,149 ,"4,641 ","489,925 ",
115,南港區,13低壓電力小計,**,"5,182 ","542,268 ",
115,南港區,14高壓電力,86 ,"102,543 ","33,732,572 ",
115,南港區,15特高壓電力,*,"39,685 ","16,797,144 ",
115,南港區,16高＆特高壓電力小計,**,"142,228 ","50,529,716 ",
115,南港區,17電力小計,**,"147,410 ","51,071,984 ",
115,南港區,18綜合＆電力小計,**,"173,774 ","55,819,904 ",
115,南港區,19電燈＆綜合＆電力小計,**,"180,131 ","83,449,724 ",
115,南港區,20臨時電燈,9 ,0 ,"23,199 ",
115,南港區,21臨時電力,15 ,"1,686 ","374,380 ",
115,南港區,22臨時用電小計,**,"1,686 ","397,579 ",
115,南港區,23總計（含臨時用電）,**,"180,131 ","83,847,303 ",
115,南港區,24表燈合計,**,"6,357 ","27,653,019 ",
115,南港區,25綜合＆電力合計,**,"173,774 ","56,194,284 ",
116,文山區,1表燈非營業用,"100,730 ",387 ,"32,117,860 ",
116,文山區,2表燈營業用,"5,068 ","9,492 ","6,667,990 ",
116,文山區,3表燈小計,**,"9,879 ","38,785,850 ",
116,文山區,4低壓綜合裝置非營業用,*,0 ,0 ,
116,文山區,5低壓綜合需量非營業用,805 ,"25,199 ","3,283,877 ",
116,文山區,6低壓綜合非營業用電小計,**,"25,199 ","3,283,877 ",
116,文山區,7低壓綜合裝置營業用,*,74 ,"6,880 ",
116,文山區,8低壓綜合需量營業用,318 ,"10,967 ","2,545,383 ",
116,文山區,9低壓綜合營業用電小計,**,"11,041 ","2,552,263 ",
116,文山區,10低壓綜合用電小計,**,"36,240 ","5,836,140 ",
116,文山區,11低壓裝置電力,27 ,283 ,"60,500 ",
116,文山區,12低壓需量電力,26 ,"1,047 ","147,852 ",
116,文山區,13低壓電力小計,**,"1,330 ","208,352 ",
116,文山區,14高壓電力,98 ,"46,266 ","12,656,210 ",
116,文山區,15特高壓電力,*,"24,796 ","10,096,473 ",
116,文山區,16高＆特高壓電力小計,**,"71,062 ","22,752,683 ",
116,文山區,17電力小計,**,"72,392 ","22,961,035 ",
116,文山區,18綜合＆電力小計,**,"108,632 ","28,797,175 ",
116,文山區,19電燈＆綜合＆電力小計,**,"118,511 ","67,583,025 ",
116,文山區,20臨時電燈,11 ,0 ,"13,065 ",
116,文山區,21臨時電力,22 ,"2,034 ","227,560 ",
116,文山區,22臨時用電小計,**,"2,034 ","240,625 ",
116,文山區,23總計（含臨時用電）,**,"118,511 ","67,823,650 ",
116,文山區,24表燈合計,**,"9,879 ","38,798,915 ",
116,文山區,25綜合＆電力合計,**,"108,632 ","29,024,735 ",
200,仁愛區,1表燈非營業用,"22,713 ",427 ,"4,855,743 ",
200,仁愛區,2表燈營業用,"3,236 ","5,347 ","3,634,790 ",
200,仁愛區,3表燈小計,**,"5,774 ","8,490,533 ",
200,仁愛區,4低壓綜合裝置非營業用,*,0 ,0 ,
200,仁愛區,5低壓綜合需量非營業用,135 ,"3,704 ","414,895 ",
200,仁愛區,6低壓綜合非營業用電小計,**,"3,704 ","414,895 ",
200,仁愛區,7低壓綜合裝置營業用,*,106 ,"9,532 ",
200,仁愛區,8低壓綜合需量營業用,321 ,"9,677 ","2,054,060 ",
200,仁愛區,9低壓綜合營業用電小計,**,"9,783 ","2,063,592 ",
200,仁愛區,10低壓綜合用電小計,**,"13,487 ","2,478,487 ",
200,仁愛區,11低壓裝置電力,60 ,533 ,"53,613 ",
200,仁愛區,12低壓需量電力,14 ,395 ,"121,885 ",
200,仁愛區,13低壓電力小計,**,928 ,"175,498 ",
200,仁愛區,14高壓電力,25 ,"7,760 ","1,952,523 ",
200,仁愛區,15特高壓電力,*,0 ,0 ,
200,仁愛區,16高＆特高壓電力小計,**,"7,760 ","1,952,523 ",
200,仁愛區,17電力小計,**,"8,688 ","2,128,021 ",
200,仁愛區,18綜合＆電力小計,**,"22,175 ","4,606,508 ",
200,仁愛區,19電燈＆綜合＆電力小計,**,"27,949 ","13,097,041 ",
200,仁愛區,20臨時電燈,6 ,0 ,470 ,
200,仁愛區,21臨時電力,*,0 ,0 ,
200,仁愛區,22臨時用電小計,**,0 ,470 ,
200,仁愛區,23總計（含臨時用電）,**,"27,949 ","13,097,511 ",
200,仁愛區,24表燈合計,**,"5,774 ","8,491,003 ",
200,仁愛區,25綜合＆電力合計,**,"22,175 ","4,606,508 ",
201,信義區,1表燈非營業用,"25,001 ",258 ,"12,434,958 ",
201,信義區,2表燈營業用,"1,173 ","1,815 ","2,337,277 ",
201,信義區,3表燈小計,**,"2,073 ","14,772,235 ",
201,信義區,4低壓綜合裝置非營業用,*,0 ,0 ,
201,信義區,5低壓綜合需量非營業用,123 ,"4,559 ","581,538 ",
201,信義區,6低壓綜合非營業用電小計,**,"4,559 ","581,538 ",
201,信義區,7低壓綜合裝置營業用,*,68 ,"15,600 ",
201,信義區,8低壓綜合需量營業用,47 ,"2,928 ","639,798 ",
201,信義區,9低壓綜合營業用電小計,**,"2,996 ","655,398 ",
201,信義區,10低壓綜合用電小計,**,"7,555 ","1,236,936 ",
201,信義區,11低壓裝置電力,*,103 ,"38,092 ",
201,信義區,12低壓需量電力,22 ,918 ,"137,290 ",
201,信義區,13低壓電力小計,**,"1,021 ","175,382 ",
201,信義區,14高壓電力,32 ,"12,330 ","3,577,752 ",
201,信義區,15特高壓電力,*,0 ,"19,600 ",
201,信義區,16高＆特高壓電力小計,**,"12,330 ","3,597,352 ",
201,信義區,17電力小計,**,"13,351 ","3,772,734 ",
201,信義區,18綜合＆電力小計,**,"20,906 ","5,009,670 ",
201,信義區,19電燈＆綜合＆電力小計,**,"22,979 ","19,781,905 ",
201,信義區,20臨時電燈,8 ,0 ,"7,662 ",
201,信義區,21臨時電力,6 ,405 ,"188,416 ",
201,信義區,22臨時用電小計,**,405 ,"196,078 ",
201,信義區,23總計（含臨時用電）,**,"22,979 ","19,977,983 ",
201,信義區,24表燈合計,**,"2,073 ","14,779,897 ",
201,信義區,25綜合＆電力合計,**,"20,906 ","5,198,086 ",
202,中正區,1表燈非營業用,"31,105 ",242 ,"14,747,925 ",
202,中正區,2表燈營業用,"2,082 ","3,058 ","3,604,101 ",
202,中正區,3表燈小計,**,"3,300 ","18,352,026 ",
202,中正區,4低壓綜合裝置非營業用,*,43 ,"7,200 ",
202,中正區,5低壓綜合需量非營業用,207 ,"8,730 ","1,220,569 ",
202,中正區,6低壓綜合非營業用電小計,**,"8,773 ","1,227,769 ",
202,中正區,7低壓綜合裝置營業用,*,0 ,0 ,
202,中正區,8低壓綜合需量營業用,118 ,"3,924 ","869,369 ",
202,中正區,9低壓綜合營業用電小計,**,"3,924 ","869,369 ",
202,中正區,10低壓綜合用電小計,**,"12,697 ","2,097,138 ",
202,中正區,11低壓裝置電力,38 ,397 ,"43,300 ",
202,中正區,12低壓需量電力,36 ,"1,281 ","320,781 ",
202,中正區,13低壓電力小計,**,"1,678 ","364,081 ",
202,中正區,14高壓電力,40 ,"21,864 ","6,823,055 ",
202,中正區,15特高壓電力,*,"7,000 ","1,850,400 ",
202,中正區,16高＆特高壓電力小計,**,"28,864 ","8,673,455 ",
202,中正區,17電力小計,**,"30,542 ","9,037,536 ",
202,中正區,18綜合＆電力小計,**,"43,239 ","11,134,674 ",
202,中正區,19電燈＆綜合＆電力小計,**,"46,539 ","29,486,700 ",
202,中正區,20臨時電燈,7 ,0 ,"30,085 ",
202,中正區,21臨時電力,7 ,488 ,"40,960 ",
202,中正區,22臨時用電小計,**,488 ,"71,045 ",
202,中正區,23總計（含臨時用電）,**,"46,539 ","29,557,745 ",
202,中正區,24表燈合計,**,"3,300 ","18,382,111 ",
202,中正區,25綜合＆電力合計,**,"43,239 ","11,175,634 ",
203,中山區,1表燈非營業用,"21,891 ",81 ,"74,919 ",
203,中山區,2表燈營業用,"1,081 ","1,357 ","437,523 ",
203,中山區,3表燈小計,**,"1,438 ","512,442 ",
203,中山區,4低壓綜合裝置非營業用,*,0 ,0 ,
203,中山區,5低壓綜合需量非營業用,71 ,"2,048 ","237,835 ",
203,中山區,6低壓綜合非營業用電小計,**,"2,048 ","237,835 ",
203,中山區,7低壓綜合裝置營業用,*,0 ,0 ,
203,中山區,8低壓綜合需量營業用,38 ,"1,272 ","300,755 ",
203,中山區,9低壓綜合營業用電小計,**,"1,272 ","300,755 ",
203,中山區,10低壓綜合用電小計,**,"3,320 ","538,590 ",
203,中山區,11低壓裝置電力,16 ,216 ,"56,301 ",
203,中山區,12低壓需量電力,13 ,395 ,"80,282 ",
203,中山區,13低壓電力小計,**,611 ,"136,583 ",
203,中山區,14高壓電力,30 ,"15,532 ","3,132,496 ",
203,中山區,15特高壓電力,*,0 ,0 ,
203,中山區,16高＆特高壓電力小計,**,"15,532 ","3,132,496 ",
203,中山區,17電力小計,**,"16,143 ","3,269,079 ",
203,中山區,18綜合＆電力小計,**,"19,463 ","3,807,669 ",
203,中山區,19電燈＆綜合＆電力小計,**,"20,901 ","4,320,111 ",
203,中山區,20臨時電燈,6 ,0 ,0 ,
203,中山區,21臨時電力,*,55 ,"3,680 ",
203,中山區,22臨時用電小計,**,55 ,"3,680 ",
203,中山區,23總計（含臨時用電）,**,"20,901 ","4,323,791 ",
203,中山區,24表燈合計,**,"1,438 ","512,442 ",
203,中山區,25綜合＆電力合計,**,"19,463 ","3,811,349 ",
204,安樂區,1表燈非營業用,"40,141 ",133 ,"112,276 ",
204,安樂區,2表燈營業用,"1,350 ","2,664 ","791,846 ",
204,安樂區,3表燈小計,**,"2,797 ","904,122 ",
204,安樂區,4低壓綜合裝置非營業用,*,0 ,0 ,
204,安樂區,5低壓綜合需量非營業用,273 ,"9,302 ","1,022,807 ",
